ID;SPOORTAK_IDENTIFICATIE;RAILDEMPER_TYPE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING
392;555_387V_84.4;Onbekend;0,022;3,809;12-12-2019
393;555_383V_84.4;Onbekend;0,022;3,816;12-12-2019
394;555_381V_84.4;Onbekend;0,051;3,852;12-12-2019
395;555_379V_84.4;Onbekend;0,039;3,849;12-12-2019
396;603_183BV_4.1;Onbekend;0,865;18,891;12-12-2019
397;603_181BV_4.0;Onbekend;0,945;18,942;12-12-2019
398;144_1501L_151.8;Schrey & Veit, VICON-AMSA 54VS;0,818;1,364;12-12-2019
399;664_101AV_41.9;Onbekend;0,003;0,564;12-12-2019
400;543_213AR_46.2;Onbekend;0,527;6,405;12-12-2019
401;543_213BV_46.2;Onbekend;0;0,479;12-12-2019
402;606_111V_1.0;Onbekend;0,082;13,882;12-12-2019
403;606_109V_1.0;Onbekend;0,066;13,866;12-12-2019
404;543_213BV_46.2;Onbekend;0,479;6,393;12-12-2019
405;609_135AL_26.6;Onbekend;11,609;11,939;12-12-2019
406;563_189R_57.4;Clipped Tuned, type Corus 54E1;0,059;0,443;12-12-2019
407;563_187AL_57.4;Clipped Tuned, type Corus 54E1;0,056;0,435;12-12-2019
408;778_12R_56.3;Onbekend;2,721;8,908;12-12-2019
409;100_2105BL_7.8;Onbekend;0,048;5,786;12-12-2019
