SPOORTAK_IDENTIFICATIE;RICHTING;SPOORTAK_ASL;PERCENT_ASL;RICHTING_ASL
534_1091AR_46.0;0-100;534_1101V_46.1;0;0-100
603_902R_4.1;0-100;603_903BL_3.8;0;0-100
603_902L_4.1;0-100;603_903BR_3.8;0;0-100
603_911R_3.6;0-100;603_915L_3.3;0;0-100
603_911R_3.6;0-100;603_915R_3.3;0;0-100
603_911L_3.6;0-100;603_912L_3.6;0;0-100
603_911L_3.6;0-100;603_912R_3.6;0;0-100
817_52BR_300.8;0-100;817_54L_401.5;0;0-100
817_52BR_300.8;0-100;817_54R_401.5;0;0-100
950_221L_17.2;100-0;950_221V_17.2;0;0-100
950_221L_17.2;0-100;950_223BV_17.3;0;0-100
003_2313V_84.1;100-0;552_2309R_83.5;100;100-0
003_2313V_84.1;100-0;552_2309L_83.5;100;100-0
003_2313V_84.1;0-100;003_2325L_84.3;0;0-100
201_135L_37.2;0-100;201_137V_37.3;0;0-100
135_906L_45.1;0-100;135_907L_45.2;0;0-100
135_906L_45.1;0-100;135_907R_45.2;0;0-100
507_233R_93.6;0-100;507_237R_93.7;0;0-100
507_233R_93.6;0-100;507_235BpV_93.7;100;100-0
543_161AR_45.1;0-100;543_161BV_45.2;0;0-100
543_177BR_45.5;100-0;543_187R_45.5;0;0-100
543_177BR_45.5;0-100;543_183AR_45.3;100;100-0
502_257L_100.7;0-100;502_275AL_101.0;0;0-100
502_253R_100.5;0-100;502_257L_100.7;0;0-100
502_253R_100.5;0-100;502_257R_100.7;0;0-100
609_7L_29.7;100-0;609_7V_29.7;0;0-100
503_189R_40.9;0-100;609_7L_29.7;100;100-0
503_193AL_40.8;0-100;609_7L_29.7;100;100-0
609_5L_29.7;100-0;609_5V_29.7;0;0-100
503_191R_40.9;0-100;503_193AL_40.8;0;0-100
503_191R_40.9;0-100;609_5L_29.7;100;100-0
503_101BV_43.6;0-100;503_111V_43.2;0;0-100
503_101AL_43.7;100-0;503_97L_43.9;100;100-0
503_101AL_43.7;0-100;503_105R_43.6;0;0-100
478_1401V_4.4;100-0;478_921V_101.6;100;100-0
478_1401V_4.4;100-0;478_AV_200.3;100;100-0
478_1401V_4.4;0-100;478_1613V_3.0;100;100-0
555_279BL_83.7;100-0;555_279BV_83.7;0;0-100
555_279BL_83.7;0-100;555_283AV_83.7;0;0-100
561_97BV_59.6;0-100;563_189L_57.4;100;100-0
561_97BV_59.6;0-100;563_175AL_57.3;100;100-0
586_109BV_80.6;100-0;586_99L_80.5;100;100-0
586_109BV_80.6;0-100;586_147AL_80.7;0;0-100
586_109BV_80.6;0-100;586_147AR_80.7;0;0-100
586_161AL_80.8;0-100;586_161BV_80.9;0;0-100
586_161AR_80.8;0-100;586_235AL_81.0;0;0-100
586_161AR_80.8;0-100;586_235AR_81.0;0;0-100
118_65V_70.0;0-100;118_73L_58.7;0;0-100
118_65V_70.0;0-100;118_73R_58.7;0;0-100
133_962L_20.6;100-0;133_962V_20.6;0;0-100
133_962L_20.6;0-100;133_963L_20.6;0;0-100
133_962L_20.6;0-100;133_963R_20.6;0;0-100
057_85R_19.9;0-100;518_101V_62.7;0;0-100
135_257BL_21.7;100-0;135_257BV_21.7;0;0-100
105_469R_29.5;100-0;105_469V_29.5;0;0-100
105_139AV_31.4;0-100;105_477V_29.5;100;100-0
105_139AV_31.4;0-100;105_495AR_30.0;100;100-0
105_139AR_31.4;100-0;105_139AV_31.4;0;0-100
105_139AR_31.4;0-100;105_141AL_31.5;0;0-100
105_139AR_31.4;0-100;105_141AR_31.5;0;0-100
105_139AL_31.4;100-0;105_139AV_31.4;0;0-100
105_139AL_31.4;0-100;105_139BV_31.5;0;0-100
133_2101L_20.3;0-100;133_951R_20.9;100;100-0
133_2101L_20.3;0-100;133_952R_20.8;100;100-0
135_205AR_11.7;0-100;135_205BV_11.8;0;0-100
486_87L_204.8;100-0;486_87V_204.8;0;0-100
506_141AR_44.0;100-0;506_95AR_43.9;100;100-0
506_141AR_44.0;0-100;506_151BV_44.2;0;0-100
163_1039AR_44.3;0-100;163_1041V_44.4;0;0-100
128_5AL_12.2;100-0;128_5AV_12.2;0;0-100
128_21AL_12.4;100-0;128_7BV_12.4;100;100-0
128_21AL_12.4;0-100;128_21BV_12.5;0;0-100
135_902L_45.0;100-0;135_902V_45.0;0;0-100
135_902L_45.0;0-100;135_904AR_45.0;0;0-100
133_1063AR_13.8;0-100;133_1063BV_13.9;0;0-100
133_1063BV_13.9;0-100;133_1077AL_14.5;0;0-100
133_1063BV_13.9;0-100;133_1077AR_14.5;0;0-100
801_902L_7.7;0-100;801_903V_8.4;0;0-100
801_903L_8.4;100-0;801_903V_8.4;0;0-100
801_903L_8.4;0-100;801_904V_8.3;0;0-100
801_903V_8.4;0-100;801_922L_9.1;0;0-100
801_903V_8.4;0-100;801_922R_9.1;0;0-100
017_61BL_71.0;100-0;017_61BV_71.0;0;0-100
017_61BL_71.0;0-100;017_65AL_70.8;100;100-0
560_41BV_24.9;100-0;560_41BpV_24.9;0;0-100
560_41BV_24.9;0-100;560_43BV_24.9;0;0-100
560_41AR_25.0;0-100;560_41BV_24.9;0;0-100
105_91BR_23.1;100-0;105_91BV_23.1;0;0-100
467_013R_101.9;0-100;467_20V_101.1;0;0-100
814_960R_101.2;0-100;814_965L_101.8;0;0-100
814_960R_101.2;0-100;814_965R_101.8;0;0-100
553_259BV_21.8;0-100;553_297V_22.0;0;0-100
510_417R_10.3;0-100;512_4473V_88.6;100;100-0
087_117AR_16.5;0-100;087_119BV_16.7;0;0-100
127_295AR_8.2;100-0;545_221BV_23.8;100;100-0
127_295AR_8.2;0-100;127_309AL_12.2;0;0-100
127_295AR_8.2;0-100;127_307BL_12.3;100;100-0
127_351BV_27.9;0-100;127_359BV_37.5;0;0-100
519_27R_46.1;0-100;519_61V_46.8;0;0-100
542_1271BV_30.0;0-100;664_897BL_42.9;100;100-0
508_2091BV_91.4;0-100;508_2103AL_91.4;0;0-100
508_2091BV_91.4;0-100;508_2103AR_91.4;0;0-100
926_4085L_1.0;100-0;926_4085V_1.0;0;0-100
926_4085L_1.0;0-100;926_4091V_1.1;0;0-100
926_4053L_0.8;100-0;926_4053V_0.8;0;0-100
926_4053R_0.8;100-0;926_4053V_0.8;0;0-100
509_1147R_36.5;0-100;509_1149V_36.6;0;0-100
588_815AL_1.9;0-100;588_871V_2.2;0;0-100
927_957R_905.6;100-0;927_957V_905.6;0;0-100
063_101BL_19.2;100-0;063_101BV_19.2;0;0-100
063_101BL_19.2;0-100;063_261BV_2.7;100;100-0
550_955V_25.1;0-100;550_957AL_25.2;0;0-100
132_942L_49.1;100-0;132_942V_49.1;0;0-100
478_841L_0.6;100-0;478_841V_0.6;0;0-100
504_65AL_18.3;0-100;504_65BV_18.3;0;0-100
133_1071V_14.6;0-100;133_1087BV_15.1;0;0-100
506_570L_43.6;0-100;506_625V_44.1;0;0-100
555_511L_82.8;100-0;555_511V_82.8;0;0-100
555_511L_82.8;0-100;555_513L_82.8;0;0-100
548_371V_86.4;100-0;549_283R_70.9;100;100-0
548_371V_86.4;0-100;548_373AL_86.4;0;0-100
548_371V_86.4;0-100;548_373AR_86.4;0;0-100
555_201R_83.3;100-0;555_201V_83.3;0;0-100
555_201R_83.3;0-100;555_513L_82.8;100;100-0
543_165BV_45.2;0-100;543_175AR_45.3;0;0-100
534_1041BL_45.6;100-0;534_1041BV_45.6;0;0-100
133_1103BL_18.4;100-0;133_1103BV_18.4;0;0-100
133_1103BL_18.4;0-100;133_1105BV_18.3;100;100-0
133_1103BV_18.4;0-100;133_1113AL_18.4;0;0-100
133_1103BV_18.4;0-100;133_1113AR_18.4;0;0-100
555_211BV_83.4;0-100;555_255BR_83.5;100;100-0
555_255AR_83.4;0-100;555_265AL_83.4;0;0-100
531_2719L_35.4;0-100;531_2723V_35.5;0;0-100
531_2643L_34.6;100-0;531_2643V_34.6;0;0-100
609_219L_28.8;100-0;609_219V_28.8;0;0-100
609_219L_28.8;0-100;609_231L_27.9;100;100-0
801_932L_302.1;100-0;801_932V_302.1;0;0-100
524_901R_70.2;100-0;524_901V_70.2;0;0-100
524_901R_70.2;0-100;524_902L_70.2;0;0-100
524_901R_70.2;0-100;524_902R_70.2;0;0-100
103_317V_24.5;0-100;623_337L_17.8;0;0-100
011_443R_67.2;0-100;011_801L_68.0;0;0-100
011_443R_67.2;0-100;011_801R_68.0;0;0-100
586_111BV_80.6;100-0;586_111BpV_80.6;0;0-100
586_111BV_80.6;0-100;586_143AL_80.8;0;0-100
586_111BV_80.6;0-100;586_141BL_80.8;100;100-0
613_177BV_75.3;0-100;613_183V_76.0;0;0-100
613_171AL_75.1;0-100;613_179L_75.2;0;0-100
613_171AL_75.1;0-100;613_177BR_75.3;100;100-0
613_173BV_75.3;0-100;613_175AL_75.3;0;0-100
613_173BV_75.3;0-100;613_175AR_75.3;0;0-100
603_65R_2.4;100-0;603_65V_2.4;0;0-100
433_80R_5.5;100-0;433_80V_5.5;0;0-100
103_303R_28.8;100-0;103_303V_28.8;0;0-100
103_303R_28.8;0-100;103_317V_24.5;0;0-100
534_1001BV_44.6;0-100;534_1007AL_44.6;0;0-100
534_1001BV_44.6;0-100;534_1007AR_44.6;0;0-100
534_1007AL_44.6;0-100;534_1013V_44.8;0;0-100
520_63L_0.2;0-100;520_65L_0.2;0;0-100
520_63L_0.2;0-100;520_65R_0.2;0;0-100
520_63R_0.2;0-100;520_69AL_0.3;0;0-100
520_63R_0.2;0-100;520_69AR_0.3;0;0-100
503_133AL_43.0;0-100;503_167BV_42.3;0;0-100
503_167AL_42.4;100-0;503_911V_42.8;100;100-0
503_167AL_42.4;0-100;503_167BV_42.3;0;0-100
503_167BV_42.3;0-100;503_171AL_42.3;0;0-100
524_267AL_70.5;0-100;524_269V_70.6;0;0-100
524_267AR_70.5;0-100;524_267BV_70.7;0;0-100
543_149BL_45.0;100-0;543_155AL_44.9;0;0-100
543_149BL_45.0;0-100;543_151L_44.8;100;100-0
543_153R_44.9;0-100;543_157AL_45.0;0;0-100
543_185L_45.3;0-100;543_215V_15.8;0;0-100
555_333AR_84.1;0-100;555_349L_84.3;100;100-0
586_63AL_80.4;100-0;586_63AV_80.4;0;0-100
586_63AL_80.4;0-100;586_69L_80.4;0;0-100
524_261R_70.1;0-100;524_263AL_70.3;0;0-100
524_261R_70.1;0-100;524_263AR_70.3;0;0-100
524_912L_70.4;0-100;524_913L_70.4;0;0-100
524_912L_70.4;0-100;524_913R_70.4;0;0-100
545_963L_22.7;0-100;545_971R_23.5;100;100-0
531_2661L_34.8;0-100;531_2771L_35.6;0;0-100
531_2661L_34.8;0-100;531_2771R_35.6;0;0-100
531_2619R_34.6;0-100;531_2661L_34.8;0;0-100
531_2619R_34.6;0-100;531_2661R_34.8;0;0-100
545_908R_21.8;0-100;545_909L_21.8;0;0-100
588_345AR_1.1;0-100;588_345BV_1.2;0;0-100
133_1019R_8.7;100-0;133_1019V_8.7;0;0-100
133_1019R_8.7;0-100;144_1509L_151.7;100;100-0
133_1019R_8.7;0-100;144_1511R_151.9;0;0-100
515_307AR_51.1;0-100;617_1101BL_38.7;100;100-0
515_307AR_51.1;0-100;617_1103R_38.6;0;0-100
614_20V_47.3;0-100;614_22V_47.3;0;0-100
117_1843V_6.3;0-100;531_2863L_37.1;100;100-0
117_1843V_6.3;0-100;531_2767V_35.8;100;100-0
212_165L_33.5;0-100;212_177L_33.8;0;0-100
212_165L_33.5;0-100;212_175R_34.0;100;100-0
212_175R_34.0;100-0;212_175V_34.0;0;0-100
212_177L_33.8;0-100;212_179V_33.9;0;0-100
212_179R_33.9;100-0;212_179V_33.9;0;0-100
614_18L_47.4;100-0;614_18V_47.4;0;0-100
531_829R_1.3;100-0;531_829V_1.3;0;0-100
531_829R_1.3;0-100;531_831L_1.4;0;0-100
005_77L_114.3;0-100;005_93V_115.0;0;0-100
654_391R_48.5;0-100;654_393V_48.6;0;0-100
039_5107L_107.7;100-0;158_4745R_101.8;100;100-0
039_5107L_107.7;0-100;039_5109V_107.9;0;0-100
614_2101V_47.2;100-0;614_22L_47.3;100;100-0
144_1503L_151.7;100-0;144_1503V_151.7;0;0-100
144_1503L_151.7;0-100;144_785BV_153.6;100;100-0
531_521AR_36.0;0-100;531_521BV_36.1;0;0-100
531_2707V_35.4;0-100;531_2709V_35.5;0;0-100
531_2705V_35.4;0-100;531_2709V_35.5;0;0-100
117_5BV_17.7;0-100;513_525V_24.7;0;0-100
090_13AR_19.2;0-100;506_89AL_43.9;0;0-100
090_13AR_19.2;0-100;506_89AR_43.9;0;0-100
531_505R_35.7;100-0;531_507AR_35.6;0;0-100
531_2427V_1.7;0-100;531_2645L_34.6;0;0-100
531_2427V_1.7;0-100;531_2643L_34.6;100;100-0
508_2089R_91.3;0-100;508_2091BV_91.4;0;0-100
603_4447L_3.6;0-100;603_4449L_3.6;0;0-100
603_4447L_3.6;0-100;603_4449R_3.6;0;0-100
542_1173AL_29.1;0-100;542_1193AL_29.4;0;0-100
542_1173AL_29.1;0-100;542_1191BL_29.5;100;100-0
815_926L_5.8;0-100;815_927L_100.2;0;0-100
815_926L_5.8;0-100;815_927R_100.2;0;0-100
926_4059L_0.8;100-0;926_4059V_0.8;0;0-100
131_4R_19.1;100-0;131_4V_19.1;0;0-100
509_1103L_35.1;100-0;528_55BV_29.0;100;100-0
525_497AL_79.2;0-100;586_2507AL_80.2;0;0-100
525_497AL_79.2;0-100;586_2507AR_80.2;0;0-100
128_23AL_12.4;0-100;128_25AL_12.6;0;0-100
128_23AL_12.4;0-100;128_25AR_12.6;0;0-100
128_25BV_12.8;0-100;128_55AL_13.2;0;0-100
128_25BV_12.8;0-100;128_55AR_13.2;0;0-100
128_33V_12.8;0-100;128_63V_13.3;0;0-100
105_1211AL_18.3;0-100;105_91BR_23.1;100;100-0
666_4241L_48.7;0-100;666_4243V_48.9;0;0-100
666_4233L_47.9;100-0;666_4233V_47.9;0;0-100
666_4225V_47.7;0-100;666_4233L_47.9;100;100-0
666_4225V_47.7;0-100;666_4235R_47.8;0;0-100
510_417L_10.3;0-100;510_419V_10.4;0;0-100
664_105R_42.0;100-0;664_105V_42.0;0;0-100
663_3023V_201.2;100-0;663_325R_41.1;100;100-0
663_3023V_201.2;0-100;663_3029AL_201.3;0;0-100
663_3023V_201.2;0-100;663_3029AR_201.3;0;0-100
116_1355BV_32.8;0-100;116_1363L_32.8;0;0-100
116_1355BV_32.8;0-100;116_1363R_32.8;0;0-100
123_67R_20.0;0-100;123_87AL_20.7;0;0-100
116_1363L_32.8;0-100;924_3213V_34.0;0;0-100
003_2225L_84.1;0-100;003_2229L_84.2;0;0-100
476_85L_200.9;0-100;476_88V_201.6;0;0-100
586_2503AL_80.2;0-100;586_2511BL_80.3;100;100-0
586_2503AR_80.2;0-100;586_2515AR_80.2;0;0-100
586_323BL_81.4;100-0;586_323BV_81.4;0;0-100
586_323AR_81.3;0-100;586_323BV_81.4;0;0-100
586_323AL_81.3;0-100;586_333AL_81.4;0;0-100
586_323AL_81.3;0-100;586_333AR_81.4;0;0-100
586_319BL_81.4;100-0;586_323AL_81.3;0;0-100
514_161AR_16.4;0-100;514_161BV_16.4;0;0-100
514_155AR_16.5;0-100;514_161BV_16.4;0;0-100
049_45V_32.0;0-100;756_53L_35.5;0;0-100
049_45V_32.0;0-100;756_53R_35.5;0;0-100
127_349AR_27.8;0-100;127_351BV_27.9;0;0-100
501_181BV_81.1;0-100;552_2131L_82.5;0;0-100
501_181BV_81.1;0-100;552_2131R_82.5;0;0-100
514_49BR_65.3;100-0;514_51AR_65.3;0;0-100
036_213BV_83.8;0-100;036_221AL_84.5;0;0-100
036_213BV_83.8;0-100;036_221AR_84.5;0;0-100
801_909R_800.6;100-0;801_909V_800.6;0;0-100
801_909V_800.6;0-100;801_910L_102.4;100;100-0
478_1111R_0.7;100-0;478_1113AR_0.6;0;0-100
545_221AL_23.7;0-100;545_221BV_23.8;0;0-100
545_217AR_23.7;0-100;545_221AL_23.7;0;0-100
545_217AR_23.7;0-100;545_221AR_23.7;0;0-100
664_875V_41.9;0-100;664_897AL_42.8;0;0-100
664_875V_41.9;0-100;664_897AR_42.8;0;0-100
006_1009AL_4.3;0-100;006_1017BV_10.2;0;0-100
555_357L_84.1;0-100;555_365L_84.2;0;0-100
624_167AR_32.1;0-100;624_189BV_32.4;0;0-100
624_151BV_31.9;0-100;624_167AL_32.1;0;0-100
624_151BV_31.9;0-100;624_167AR_32.1;0;0-100
012_341AR_24.1;0-100;012_341BV_24.2;0;0-100
470_65V_201.3;0-100;950_931V_17.8;100;100-0
026_237L_26.0;0-100;026_257V_26.9;0;0-100
950_97BV_41.6;0-100;950_99V_41.7;0;0-100
950_97AR_41.5;0-100;950_97BV_41.6;0;0-100
940_399L_43.3;0-100;940_401L_43.4;0;0-100
940_399L_43.3;0-100;940_401R_43.4;0;0-100
090_11V_19.1;0-100;090_13AL_19.2;0;0-100
090_11V_19.1;0-100;090_13AR_19.2;0;0-100
517_85AR_69.4;0-100;517_91AR_69.4;0;0-100
817_1277AL_200.6;0-100;817_1277BV_200.6;0;0-100
520_113AL_0.6;100-0;520_113AV_0.6;0;0-100
520_113AL_0.6;0-100;520_163R_36.6;100;100-0
520_113AL_0.6;0-100;520_157BR_36.6;100;100-0
520_1002R_36.7;100-0;520_161R_36.6;100;100-0
520_1002R_36.7;0-100;520_1004L_36.7;0;0-100
469_901R_100.7;100-0;950_827L_10.9;100;100-0
469_901R_100.7;0-100;469_902V_101.1;0;0-100
586_337BV_81.5;0-100;588_341AL_1.0;0;0-100
586_337BV_81.5;0-100;588_341AR_1.0;0;0-100
534_1047AL_45.5;0-100;534_1047BV_45.6;0;0-100
534_1099BV_46.1;0-100;563_169BL_56.9;100;100-0
534_1097L_46.1;100-0;534_1097V_46.1;0;0-100
534_1017BV_45.1;0-100;534_1043AL_45.5;0;0-100
534_1017BV_45.1;0-100;534_1041BL_45.6;100;100-0
534_1111AR_46.2;0-100;534_1111BV_46.4;0;0-100
950_221V_17.2;0-100;950_861V_12.9;100;100-0
525_439L_78.1;0-100;525_443L_78.1;0;0-100
525_439L_78.1;0-100;525_443R_78.1;0;0-100
618_245L_50.5;0-100;618_V_50.6;100;100-0
603_67R_2.4;0-100;603_79AL_2.4;0;0-100
603_67R_2.4;0-100;603_79AR_2.4;0;0-100
545_197L_23.4;100-0;545_197V_23.4;0;0-100
545_197L_23.4;0-100;545_267L_22.6;100;100-0
545_197R_23.4;100-0;545_197V_23.4;0;0-100
545_197R_23.4;0-100;545_267L_22.6;100;100-0
817_70L_205.1;0-100;817_72L_205.1;0;0-100
817_70L_205.1;0-100;817_72R_205.1;0;0-100
817_70R_205.1;0-100;817_71L_205.1;0;0-100
817_70R_205.1;0-100;817_71R_205.1;0;0-100
124_904R_3.5;0-100;124_905L_3.4;0;0-100
124_904R_3.5;0-100;124_905R_3.4;0;0-100
124_904L_3.5;0-100;124_906R_3.1;100;100-0
124_904L_3.5;0-100;124_906L_3.1;100;100-0
124_903V_3.5;0-100;124_904L_3.5;0;0-100
124_903V_3.5;0-100;124_904R_3.5;0;0-100
469_901L_100.7;100-0;950_827L_10.9;100;100-0
469_901L_100.7;0-100;469_902V_101.1;0;0-100
666_4227V_47.7;0-100;666_4231L_47.7;0;0-100
666_4227V_47.7;0-100;666_4231R_47.7;0;0-100
666_4231R_47.7;0-100;666_4233V_47.9;0;0-100
666_4231L_47.7;0-100;666_4243V_48.9;0;0-100
097_3609R_22.0;100-0;097_3609V_22.0;0;0-100
097_3609R_22.0;0-100;097_4331R_21.3;100;100-0
097_3607L_21.9;0-100;097_3609V_22.0;0;0-100
032_32R_16.5;100-0;032_32V_16.5;0;0-100
528_3BV_28.0;0-100;528_7L_28.1;0;0-100
528_3BV_28.0;0-100;528_7R_28.1;0;0-100
528_35AL_28.6;0-100;528_53V_29.0;0;0-100
528_31R_28.6;100-0;528_7L_28.1;100;100-0
528_31R_28.6;0-100;528_35AL_28.6;0;0-100
528_31R_28.6;0-100;528_35AR_28.6;0;0-100
528_5R_28.0;0-100;528_9L_28.1;0;0-100
528_5R_28.0;0-100;528_9R_28.1;0;0-100
525_431AL_77.9;0-100;525_435BV_78.0;0;0-100
011_68AL_69.0;0-100;011_81L_69.1;0;0-100
011_68AL_69.0;0-100;011_81R_69.1;0;0-100
533_1151AL_16.0;0-100;533_1177V_17.5;0;0-100
586_153AL_80.8;0-100;586_153BV_80.9;0;0-100
624_223AR_32.8;0-100;624_223BV_32.9;0;0-100
024_201AL_25.7;100-0;503_189L_40.9;100;100-0
024_201AL_25.7;0-100;605_1BL_33.4;100;100-0
203_473BV_75.5;0-100;203_906V_75.7;0;0-100
506_561L_43.6;0-100;506_569AL_43.6;0;0-100
506_87BV_43.9;100-0;940_75AL_43.7;100;100-0
506_87BV_43.9;0-100;506_95AL_43.9;0;0-100
212_95R_11.9;100-0;607_77V_44.0;100;100-0
514_145AR_16.6;0-100;514_145BV_16.5;0;0-100
514_145BV_16.5;100-0;514_97AR_17.1;100;100-0
514_145BV_16.5;0-100;514_147V_16.5;0;0-100
514_39BV_17.4;0-100;514_65AL_17.4;0;0-100
514_39BV_17.4;0-100;514_65AR_17.4;0;0-100
514_65AL_17.4;0-100;514_65BV_17.4;0;0-100
588_804R_1.6;0-100;588_805AL_1.6;0;0-100
588_359R_1.2;0-100;588_802L_1.6;100;100-0
588_359R_1.2;0-100;588_804R_1.6;0;0-100
525_431AR_77.9;0-100;525_431BV_77.9;0;0-100
087_1335L_24.8;0-100;087_931L_24.8;0;0-100
107_965R_23.3;0-100;564_966L_23.7;0;0-100
009_67AL_127.7;0-100;009_83AL_137.6;0;0-100
009_67AL_127.7;0-100;009_83AR_137.6;0;0-100
112_351AL_62.5;0-100;112_463V_66.9;0;0-100
503_115BV_43.1;0-100;503_183BV_42.1;0;0-100
503_183AL_42.2;0-100;503_183BV_42.1;0;0-100
085_213AV_19.7;0-100;527_187BV_18.1;100;100-0
038_285AL_95.9;0-100;611_2301L_105.0;0;0-100
038_285AL_95.9;0-100;611_2301R_105.0;0;0-100
038_285BV_96.0;0-100;611_2303V_105.1;0;0-100
503_119AR_43.2;0-100;503_121R_43.1;0;0-100
166_2153R_135.6;0-100;166_2181L_143.8;0;0-100
166_2153R_135.6;0-100;166_2181R_143.8;0;0-100
117_1893R_9.0;0-100;117_1BL_15.5;100;100-0
117_1BL_15.5;100-0;117_1BV_15.5;0;0-100
469_233R_201.7;100-0;469_233V_201.7;0;0-100
553_313R_22.3;0-100;553_317AL_22.3;0;0-100
553_313R_22.3;0-100;553_317AR_22.3;0;0-100
553_303V_22.3;0-100;553_313R_22.3;0;0-100
128_5AV_12.2;0-100;585_1185L_8.3;100;100-0
133_1077AR_14.5;0-100;133_1079V_14.6;0;0-100
133_1077AL_14.5;0-100;133_1077BV_14.6;0;0-100
517_111L_69.3;100-0;517_45BV_69.2;100;100-0
517_111L_69.3;0-100;517_113L_69.4;0;0-100
517_111L_69.3;0-100;517_113R_69.4;0;0-100
517_111R_69.3;100-0;517_45BV_69.2;100;100-0
517_111R_69.3;0-100;517_117L_69.3;0;0-100
517_111R_69.3;0-100;517_117R_69.3;0;0-100
517_253AR_0.9;0-100;517_253BV_1.0;0;0-100
517_251L_0.9;0-100;517_253BV_1.0;0;0-100
555_237V_83.4;0-100;555_291BV_83.6;0;0-100
503_83AR_14.0;100-0;608_67L_88.9;100;100-0
503_83AR_14.0;0-100;503_85AL_44.0;0;0-100
503_83AR_14.0;0-100;503_85AR_44.0;0;0-100
524_257AL_70.4;0-100;524_257BV_70.6;0;0-100
524_257BV_70.6;0-100;524_259AL_70.6;0;0-100
524_257BV_70.6;0-100;524_259AR_70.6;0;0-100
542_1173BV_29.2;0-100;542_1239AL_29.7;0;0-100
542_1173BV_29.2;0-100;542_1239AR_29.7;0;0-100
542_1169R_29.1;0-100;542_1239BV_29.8;0;0-100
544_1119AL_1.0;100-0;544_1119AV_1.0;0;0-100
555_213BR_83.3;100-0;555_215AR_83.3;0;0-100
506_562L_43.6;0-100;506_627V_44.1;0;0-100
506_559R_43.6;0-100;506_565V_43.7;0;0-100
133_1045AL_13.5;0-100;133_1065L_13.9;0;0-100
133_1045AL_13.5;0-100;133_1065R_13.9;0;0-100
133_1045AR_13.5;0-100;133_1045BV_13.6;0;0-100
063_103AL_19.3;0-100;553_197L_20.8;0;0-100
063_103AL_19.3;0-100;553_197R_20.8;0;0-100
063_103AR_19.3;0-100;063_103BV_19.4;0;0-100
608_31BV_87.9;0-100;608_53BV_88.6;0;0-100
555_283AV_83.7;0-100;555_285AL_83.6;100;100-0
479_1633L_300.5;0-100;479_1675V_302.0;0;0-100
479_1633R_300.5;0-100;479_1635V_300.6;0;0-100
479_1635V_300.6;0-100;479_1647L_300.6;0;0-100
479_1635V_300.6;0-100;479_1647R_300.6;0;0-100
479_1617V_300.3;0-100;479_1635V_300.6;0;0-100
479_1647L_300.6;0-100;479_1671V_301.9;0;0-100
626_35V_32.7;0-100;626_37R_32.7;0;0-100
626_39R_32.7;100-0;626_39V_32.7;0;0-100
626_39R_32.7;0-100;626_913L_32.7;0;0-100
626_39R_32.7;0-100;626_910AR_32.6;100;100-0
626_35R_32.7;100-0;626_35V_32.7;0;0-100
626_11BV_32.3;0-100;626_35V_32.7;0;0-100
626_11BR_32.3;100-0;626_11BV_32.3;0;0-100
490_107R_104.8;100-0;490_107V_104.8;0;0-100
490_107R_104.8;0-100;490_108V_4.8;0;0-100
509_1103L_35.1;0-100;509_1105V_35.1;0;0-100
557_3AV_28.1;0-100;557_4V_28.1;0;0-100
131_1L_24.5;100-0;131_1V_24.5;0;0-100
131_1L_24.5;0-100;818_2L_100.0;0;0-100
131_1L_24.5;0-100;818_2R_100.0;0;0-100
603_71AL_2.4;100-0;603_71AV_2.4;0;0-100
603_71AL_2.4;0-100;603_71BV_2.5;0;0-100
117_1893L_9.0;0-100;117_1895V_9.2;0;0-100
117_1AR_15.4;100-0;117_1AV_15.4;0;0-100
117_1AR_15.4;0-100;117_1BV_15.5;0;0-100
155_4311L_64.4;100-0;666_4243V_48.9;100;100-0
155_4311L_64.4;0-100;155_4317V_64.7;0;0-100
155_4341L_72.9;0-100;155_4343V_73.1;0;0-100
047_35BV_42.0;100-0;047_5BV_41.1;100;100-0
047_35BV_42.0;0-100;047_41L_42.5;0;0-100
047_35BV_42.0;0-100;047_41R_42.5;0;0-100
135_2235R_15.4;0-100;135_2245R_15.5;0;0-100
534_1055AL_45.5;100-0;534_1055AV_45.5;0;0-100
534_1055AL_45.5;0-100;534_1055BV_45.6;0;0-100
534_1053BL_45.6;100-0;534_1053BV_45.6;0;0-100
534_1053BL_45.6;0-100;534_1055AV_45.5;0;0-100
519_23R_46.0;0-100;519_25L_46.0;0;0-100
519_23R_46.0;0-100;519_25R_46.0;0;0-100
209_101L_17.9;100-0;209_1V_15.9;100;100-0
209_101L_17.9;0-100;209_2V_19.0;100;100-0
209_101R_17.9;100-0;209_1V_15.9;100;100-0
209_101R_17.9;0-100;209_103L_18.5;100;100-0
586_237V_81.0;0-100;586_241AL_81.0;0;0-100
586_237V_81.0;0-100;586_239BL_81.1;100;100-0
586_153AR_80.8;0-100;586_231AL_81.0;0;0-100
586_153AR_80.8;0-100;586_231AR_81.0;0;0-100
586_221BV_81.0;0-100;586_257AL_81.1;0;0-100
586_221BV_81.0;0-100;586_255BL_81.1;100;100-0
078_205AV_64.8;0-100;522_231BV_58.3;100;100-0
527_43AV_16.6;0-100;901_913BR_100.3;100;100-0
105_93AL_23.2;0-100;105_97L_23.5;0;0-100
105_93AL_23.2;0-100;105_97R_23.5;0;0-100
011_802V_68.1;0-100;011_804L_68.2;0;0-100
