GEOCODE;GEOSUBCODE;GEOCODE_NR;NAAM;VERKORTING;VERSIE_DATUM;VERSIE_GELDIG;VERSIE_NUMMER
558;558_b;558;Amsterdam Riekerpolder;Asra;20211201;C;18
559;559__;559;Warmond;Wmd;20211201;C;18
560;560_a;560;Den Haag Centraal;Gvc;20211201;C;18
560;560_b;560;Den Haag Centraal;Gvc;20211201;C;18
561;561__;561;Den Haag Laan van NOI;Laa;20211201;C;18
562;562_a;562;De Haar Aansl.;Har;20211201;C;18
562;562_b;562;De Haar Aansl.;Har;20211201;C;18
563;563__;563;Den Haag Mariahoeve;Gvm;20211201;C;18
564;564_a;564;Den Haag Binckhorst;Bkh;20211201;C;18
564;564_b;564;Den Haag Binckhorst;Bkh;20211201;C;18
564;564_c;564;Den Haag Binckhorst;Bkh;20211201;C;18
564;564_d;564;Den Haag Binckhorst;Bkh;20211201;C;18
564;564_f;564;Den Haag Binckhorst;Bkh;20211201;C;18
565;565_a;565;Leidschenveen;Ldvn;20211201;C;18
565;565_b;565;Leidschenveen;Ldvn;20211201;C;18
585;585__;585;Diemen Aansl.;Dmna;20211201;C;18
586;586__;586;Amsterdam Centraal;Asd;20211201;C;18
587;587_a;587;Diemen;Dmn;20211201;C;18
587;587_b;587;Diemen;Dmn;20211201;C;18
587;587_c;587;Diemen;Dmn;20211201;C;18
587;587_d;587;Diemen;Dmn;20211201;C;18
588;588__;588;Amsterdam Dijksgracht;Dgr;20211201;C;18
589;589_a;589;Duivendrecht;Dvd;20211201;C;18
589;589_b;589;Duivendrecht;Dvd;20211201;C;18
589;589_c;589;Duivendrecht;Dvd;20211201;C;18
589;589_d;589;Duivendrecht;Dvd;20211201;C;18
589;589_e;589;Duivendrecht;Dvd;20211201;C;18
600;600_a;600;Sauwerd;Swd;20211201;C;18
600;600_b;600;Sauwerd;Swd;20211201;C;18
602;602_a;602;Herfte Aansl.;Hea;20211201;C;18
602;602_b;602;Herfte Aansl.;Hea;20211201;C;18
603;603_a;603;Zwolle;Zl;20211201;C;18
603;603_b;603;Zwolle;Zl;20211201;C;18
603;603_c;603;Zwolle;Zl;20211201;C;18
603;603_d;603;Zwolle;Zl;20211201;C;18
603;603_e;603;Zwolle;Zl;20211201;C;18
603;603_f;603;Zwolle;Zl;20211201;C;18
604;604_a;604;Hattemerbroek;Htba;20211201;C;18
604;604_b;604;Hattemerbroek;Htba;20211201;C;18
605;605__;605;Wierden;Wdn;20211201;C;18
606;606_a;606;Almelo;Aml;20211201;C;18
606;606_b;606;Almelo;Aml;20211201;C;18
606;606_c;606;Almelo;Aml;20211201;C;18
607;607_a;607;Winterswijk;Ww;20211201;C;18
607;607_b;607;Winterswijk;Ww;20211201;C;18
608;608_a;608;Apeldoorn;Apd;20211201;C;18
608;608_b;608;Apeldoorn;Apd;20211201;C;18
609;609__;609;Zutphen;Zp;20211201;C;18
610;610__;610;Dieren;Dr;20211201;C;18
611;611_a;611;Zevenaar;Zv;20211201;C;18
611;611_b;611;Zevenaar;Zv;20211201;C;18
611;611_c;611;Zevenaar;Zv;20211201;C;18
612;612_a;612;Barneveld Noord;Bnn;20211201;C;18
612;612_b;612;Barneveld Noord;Bnn;20211201;C;18
613;613__;613;Ede=Wageningen;Ed;20211201;C;18
614;614_a;614;s Hertogenbosch;Ht;20211201;C;18
614;614_c;614;s Hertogenbosch;Ht;20211201;C;18
617;617_a;617;Boxtel;Btl;20211201;C;18
617;617_b;617;Boxtel;Btl;20211201;C;18
618;618_a;618;Eindhoven;Ehv;20211201;C;18
618;618_b;618;Eindhoven;Ehv;20211201;C;18
618;618_c;618;Eindhoven;Ehv;20211201;C;18
619;619__;619;Heerhugowaard;Hwd;20211201;C;18
620;620__;620;Alkmaar;Amr;20211201;C;18
621;621__;621;Nieuwersluis=Loenen;Nws;20211201;C;18
623;623__;623;Alphen a/d Rijn;Apn;20211201;C;18
624;624_a;624;Gouda;Gd;20211201;C;18
624;624_b;624;Gouda;Gd;20211201;C;18
625;625_a;625;Lage Zwaluwe;Zlw;20211201;C;18
625;625_b;625;Lage Zwaluwe;Zlw;20211201;C;18
625;625_c;625;Lage Zwaluwe;Zlw;20211201;C;18
626;626_a;626;Hoorn;Hn;20211201;C;18
626;626_b;626;Hoorn;Hn;20211201;C;18
626;626_c;626;Hoorn;Hn;20211201;C;18
653;653_a;653;Zuidbroek;Zb;20211201;C;18
653;653_b;653;Zuidbroek;Zb;20211201;C;18
654;654__;654;Assen;Asn;20211201;C;18
661;661_a;661;Landgraaf;Lg;20211201;C;18
661;661_b;661;Landgraaf;Lg;20211201;C;18
662;662__;662;Simpelveld;Spv;20211201;C;18
663;663_a;663;Rotterdam Barendrecht;Brd;20211201;C;18
663;663_b;663;Rotterdam Barendrecht;Brd;20211201;C;18
663;663_c;663;Rotterdam Barendrecht;Brd;20211201;C;18
663;663_d;663;Rotterdam Barendrecht;Brd;20211201;C;18
663;663_g;663;Rotterdam Barendrecht;Brd;20211201;C;18
664;664_a;664;Rotterdam Lombardijen;Rlb;20211201;C;18
664;664_b;664;Rotterdam Lombardijen;Rlb;20211201;C;18
666;666_a;666;Meteren Aansl.;Mtna;20211201;C;18
666;666_b;666;Meteren Aansl.;Mtna;20211201;C;18
666;666_c;666;Meteren Aansl.;Mtna;20211201;C;18
666;666_d;666;Meteren Aansl.;Mtna;20211201;C;18
666;666_e;666;Meteren Aansl.;Mtna;20211201;C;18
667;667_a;667;Prinsenbeek;Pb;20211201;C;18
667;667_b;667;Prinsenbeek;Pb;20211201;C;18
751;751__;751;MariÃ«nberg;Mrb;20211201;C;18
756;756__;756;Beugen;Bug;20211201;C;18
775;775__;775;Nieuweschans Grens - Weener (D);Nscg-Wr;20211201;C;18
776;776__;776;Laarwald (D) - Coevorden Grens;Lar-Cog;20211201;C;18
777;777__;777;Oldenzaal Grens - Bad Bentheim (D);Odzg-Bh;20211201;C;18
778;778__;778;Gronau (D) - Enschede Grens;G-Esg;20211201;C;18
779;779__;779;Emmerich (D) - Zevenaar Grens;Em-Zvg;20211201;C;18
780;780__;780;Venlo Grens - Keulen (D);Vlgr-Koln;20211201;C;18
781;781_a;781;Aachen (D) - Herzogenrath (D);A-Hz;20211201;C;18
781;781_b;781;Aachen (D) - Herzogenrath (D);A-Hz;20211201;C;18
782;782__;782;Herzogenrath (D);Hz;20211201;C;18
783;783__;783;Vetschau (D) - Simpelveld Grens;Vet-Spvg;20211201;C;18
784;784__;784;VisÃ© (B) - Eijsden Grens;Fvs-Edng;20211201;C;18
785;785__;785;Lanaken (B) - Maastricht grens;Glk-Mtg;20211201;C;18
786;786__;786;Neerpelt (B) - Budel Grens;Lnp-Bdlg;20211201;C;18
787;787__;787;Hazeldonk Grens - Noorderkempen (B);Bdgr-Ndkp;20211201;C;18
788;788__;788;Roosendaal Grens - Essen (B);Rsdg-Esn;20211201;C;18
789;789__;789;Zelzate (B) - Sas van Gent Grens;Fsz-Svgg;20211201;C;18
790;790__;790;Gent (B) - Zelzate (B);Fgsp-Fsz;20211201;C;18
801;801_a;801;Moerdijk Industrieterrein;Mdki;20211201;C;18
801;801_b;801;Moerdijk Industrieterrein;Mdki;20211201;C;18
801;801_c;801;Moerdijk Industrieterrein;Mdki;20211201;C;18
801;801_d;801;Moerdijk Industrieterrein;Mdki;20211201;C;18
801;801_e;801;Moerdijk Industrieterrein;Mdki;20211201;C;18
801;801_f;801;Moerdijk Industrieterrein;Mdki;20211201;C;18
801;801_g;801;Moerdijk Industrieterrein;Mdki;20211201;C;18
801;801_h;801;Moerdijk Industrieterrein;Mdki;20211201;C;18
801;801_i;801;Moerdijk Industrieterrein;Mdki;20211201;C;18
801;801_k;801;Moerdijk Industrieterrein;Mdki;20211201;C;18
801;801_l;801;Moerdijk Industrieterrein;Mdki;20211201;C;18
801;801_m;801;Moerdijk Industrieterrein;Mdki;20211201;C;18
801;801_p;801;Moerdijk Industrieterrein;Mdki;20211201;C;18
801;801_q;801;Moerdijk Industrieterrein;Mdki;20211201;C;18
801;801_r;801;Moerdijk Industrieterrein;Mdki;20211201;C;18
802;802__;802;Utrecht Industrieterrein Lage Weide;Utilw;20211201;C;18
803;803_a;803;Delfzijl Stamlijn Havenschap;Dzsh;20211201;C;18
803;803_e;803;Delfzijl Stamlijn Havenschap;Dzsh;20211201;C;18
803;803_f;803;Delfzijl Stamlijn Havenschap;Dzsh;20211201;C;18
803;803_g;803;Delfzijl Stamlijn Havenschap;Dzsh;20211201;C;18
803;803_h;803;Delfzijl Stamlijn Havenschap;Dzsh;20211201;C;18
803;803_i;803;Delfzijl Stamlijn Havenschap;Dzsh;20211201;C;18
803;803_j;803;Delfzijl Stamlijn Havenschap;Dzsh;20211201;C;18
803;803_k;803;Delfzijl Stamlijn Havenschap;Dzsh;20211201;C;18
803;803_l;803;Delfzijl Stamlijn Havenschap;Dzsh;20211201;C;18
803;803_m;803;Delfzijl Stamlijn Havenschap;Dzsh;20211201;C;18
803;803_n;803;Delfzijl Stamlijn Havenschap;Dzsh;20211201;C;18
804;804_a;804;Beverwijk Hoogovens, Van Gelder;Bvhg;20211201;C;18
804;804_b;804;Beverwijk Hoogovens, Van Gelder;Bvhg;20211201;C;18
805;805_a;805;Dordrecht Zeehaventerrein;Ddrz;20211201;C;18
805;805_b;805;Dordrecht Zeehaventerrein;Ddrz;20211201;C;18
805;805_c;805;Dordrecht Zeehaventerrein;Ddrz;20211201;C;18
805;805_d;805;Dordrecht Zeehaventerrein;Ddrz;20211201;C;18
805;805_e;805;Dordrecht Zeehaventerrein;Ddrz;20211201;C;18
808;808__;808;VAM-terrein Wijster;Vam;20211201;C;18
810;810_a;810;Dordrecht Industrieterrein Aansl. De Staart;Ddri;20211201;C;18
810;810_b;810;Dordrecht Industrieterrein Aansl. De Staart;Ddri;20211201;C;18
810;810_c;810;Dordrecht Industrieterrein Aansl. De Staart;Ddri;20211201;C;18
814;814_a;814;Maastricht Racc. Beatrixhaven;Mttrix;20211201;C;18
814;814_b;814;Maastricht Racc. Beatrixhaven;Mttrix;20211201;C;18
815;815_a;815;Roodeschool Eemshaven;Rde;20211201;C;18
815;815_b;815;Roodeschool Eemshaven;Rde;20211201;C;18
815;815_c;815;Roodeschool Eemshaven;Rde;20211201;C;18
817;817_a;817;Vlissingen Sloehaven;Sloe;20211201;C;18
817;817_b;817;Vlissingen Sloehaven;Sloe;20211201;C;18
817;817_c;817;Vlissingen Sloehaven;Sloe;20211201;C;18
817;817_d;817;Vlissingen Sloehaven;Sloe;20211201;C;18
817;817_e;817;Vlissingen Sloehaven;Sloe;20211201;C;18
817;817_f;817;Vlissingen Sloehaven;Sloe;20211201;C;18
817;817_g;817;Vlissingen Sloehaven;Sloe;20211201;C;18
817;817_h;817;Vlissingen Sloehaven;Sloe;20211201;C;18
817;817_i;817;Vlissingen Sloehaven;Sloe;20211201;C;18
817;817_j;817;Vlissingen Sloehaven;Sloe;20211201;C;18
817;817_k;817;Vlissingen Sloehaven;Sloe;20211201;C;18
817;817_l;817;Vlissingen Sloehaven;Sloe;20211201;C;18
817;817_m;817;Vlissingen Sloehaven;Sloe;20211201;C;18
818;818_a;818;Terneuzen Dow Chemical;Trzdow;20211201;C;18
818;818_b;818;Terneuzen Dow Chemical;Trzdow;20211201;C;18
818;818_c;818;Terneuzen Dow Chemical;Trzdow;20211201;C;18
818;818_d;818;Terneuzen Dow Chemical;Trzdow;20211201;C;18
818;818_e;818;Terneuzen Dow Chemical;Trzdow;20211201;C;18
818;818_f;818;Terneuzen Dow Chemical;Trzdow;20211201;C;18
819;819__;819;Etten=Leur Gem. Industrieterrein;Etni;20211201;C;18
820;820__;820;Almelo Dollegoor;Amldol;20211201;C;18
822;822_a;822;Zwijndrecht Groote Lindt;Zwdi;20211201;C;18
822;822_b;822;Zwijndrecht Groote Lindt;Zwdi;20211201;C;18
822;822_c;822;Zwijndrecht Groote Lindt;Zwdi;20211201;C;18
823;823_a;823;Oosterhout Weststad;Otw;20211201;C;18
823;823_b;823;Oosterhout Weststad;Otw;20211201;C;18
823;823_c;823;Oosterhout Weststad;Otw;20211201;C;18
825;825__;825;Roosendaal Majoppeveld Noord;Rsdmn;20211201;C;18
828;828_a;828;Tiel Gem. Stamlijn;Tlgs;20211201;C;18
828;828_b;828;Tiel Gem. Stamlijn;Tlgs;20211201;C;18
831;831_a;831;Oss Racc. Elzenburg;Oelz;20211201;C;18
831;831_b;831;Oss Racc. Elzenburg;Oelz;20211201;C;18
837;837__;837;Alphen a/d Rijn Industrieterrein Rijnhaven;Apnir;20211201;C;18
839;839_a;839;Tilburg de Loven;Tbio;20211201;C;18
839;839_b;839;Tilburg de Loven;Tbio;20211201;C;18
844;844_a;844;Emmen Emmtec;Emnak;20211201;C;18
844;844_b;844;Emmen Emmtec;Emnak;20211201;C;18
850;850__;850;Roosendaal Borchwerf;Rsdbw;20211201;C;18
851;851_a;851;Born Franciscushaven;Bonfh;20211201;C;18
851;851_b;851;Born Franciscushaven;Bonfh;20211201;C;18
851;851_c;851;Born Franciscushaven;Bonfh;20211201;C;18
851;851_d;851;Born Franciscushaven;Bonfh;20211201;C;18
852;852_a;852;Axel Axelse Vlakte;Axavl;20211201;C;18
852;852_c;852;Axel Axelse Vlakte;Axavl;20211201;C;18
855;855__;855;Venlo Tradeport;Vltp;20211201;C;18
857;857_a;857;Almelo Gem. Stamlijn;Gsalm;20211201;C;18
857;857_b;857;Almelo Gem. Stamlijn;Gsalm;20211201;C;18
858;858__;858;Arnhem Gem. Stamlijn;Gsah;20211201;C;18
859;859__;859;Sas van Gent Cerestar;Svgca;20211201;C;18
861;861__;861;Delden Raccordement;Ddnser;20211201;C;18
862;862__;862;Budel Zinkfabriek;Bdlz;20211201;C;18
900;900__;900;Amersfoort Hoofdwerkplaats;Amfwph;20211201;C;18
901;901__;901;Haarlem Hoofdwerkplaats;Hlmwph;20211201;C;18
922;922__;922;Leidschendam Lijnwerkplaats;Ldvwpl;20211201;C;18
924;924_a;924;Kijfhoek;Kfh;20211201;C;18
924;924_b;924;Kijfhoek;Kfh;20211201;C;18
926;926__;926;Zwolle Rangeerterrein;Zlr;20211201;C;18
927;927__;927;Watergraafsmeer;Wgm;20211201;C;18
938;938__;938;CUP Valburg;Cup;20211201;C;18
940;940__;940;Amersfoort Bokkeduinen;Bkd;20211201;C;18
950;950_a;950;Barendrecht Vork - Rotterdam Maasvlakte;Brdv-Mvt;20211201;C;18
950;950_d;950;Barendrecht Vork - Rotterdam Maasvlakte;Brdv-Mvt;20211201;C;18
951;951__;951;Waalhaven Zuid aansl. Noord - Waalhaven Zuid;Whzan-Whz;20211201;C;18
952;952__;952;Botlektunnel;Bott;20211201;C;18
