SPOORTAK_IDENTIFICATIE;TRAJECT;TRJ_VAN;TRJ_NAAR;SPOORLIJNNAAM;N_SP_VAN;N_SP_NAAR;RICHTING_IN_SPOORLIJN;SPOORLIJN_VAN;SPOORLIJN_TOT;SPOORTAK_VAN;SPOORTAK_TOT;BEGIN_TRJ;EIND_TRJ;BEGIN_WISSEL_TRJ
217_73AL_35.3;;;;;;;;;;;;;;
076_1619R_11.6;;;;;;;;;;;;;;
543_918V_45.7;;;;;;;;;;;;;;
506_37BqV_43.2;;;;;;;;;;;;;;
531_1203AL_0.5;;;;;;;;;;;;;;
490_149L_6.0;;;;;;;;;;;;;;
011_28L_68.5;;;;;;;;;;;;;;
132_946R_49.2;;;;;;;;;;;;;;
545_971R_23.5;;;;;;;;;;;;;;
531_1407R_34.9;;;;;;;;;;;;;;
479_2007L_300.8;;;;;;;;;;;;;;
129_24L_30.2;;;;;;;;;;;;;;
517_85BpV_69.5;;;;;;;;;;;;;;
950_945V_12.7;;;;;;;;;;;;;;
506_91R_43.9;;;;;;;;;;;;;;
564_954R_23.7;;;;;;;;;;;;;;
618_25BR_58.6;;;;;;;;;;;;;;
486_801R_76.6;;;;;;;;;;;;;;
526_435R_3.5;;;;;;;;;;;;;;
550_43BpV_25.4;;;;;;;;;;;;;;
011_82R_69.1;;;;;;;;;;;;;;
534_1109AL_46.2;;;;;;;;;;;;;;
801_905R_8.3;;;;;;;;;;;;;;
940_375R_43.2;;;;;;;;;;;;;;
517_125L_69.4;;;;;;;;;;;;;;
478_1031R_0.3;;;;;;;;;;;;;;
801_905V_8.3;;;;;;;;;;;;;;
560_1273AL_24.9;;;;;;;;;;;;;;
586_339AL_81.5;;;;;;;;;;;;;;
620_83AR_42.3;;;;;;;;;;;;;;
536_247AR_60.8;;;;;;;;;;;;;;
514_39ApV_17.5;;;;;;;;;;;;;;
534_1045AL_45.5;;;;;;;;;;;;;;
084_903R_15.0;;;;;;;;;;;;;;
823_27L_6.0;;;;;;;;;;;;;;
517_933ApV_69.3;;;;;;;;;;;;;;
504_47R_18.1;;;;;;;;;;;;;;
543_927L_45.6;;;;;;;;;;;;;;
927_11BV_904.4;;;;;;;;;;;;;;
217_127BV_49.6;;;;;;;;;;;;;;
950_921ApV_17.3;;;;;;;;;;;;;;
922_925L_18.1;;;;;;;;;;;;;;
603_119R_3.3;;;;;;;;;;;;;;
524_253BV_70.4;;;;;;;;;;;;;;
608_35R_87.9;;;;;;;;;;;;;;
085_209R_19.3;;;;;;;;;;;;;;
128_35BV_12.8;;;;;;;;;;;;;;
620_85R_42.3;;;;;;;;;;;;;;
555_357L_84.1;;;;;;;;;;;;;;
501_123BV_80.9;;;;;;;;;;;;;;
516_917L_2.1;;;;;;;;;;;;;;
551_131AL_22.4;;;;;;;;;;;;;;
501_45L_80.3;;;;;;;;;;;;;;
817_1211L_115.3;;;;;;;;;;;;;;
163_1047R_44.6;;;;;;;;;;;;;;
550_954L_25.0;;;;;;;;;;;;;;
618_135L_50.9;;;;;;;;;;;;;;
516_940L_75.2;;;;;;;;;;;;;;
516_908L_1.9;;;;;;;;;;;;;;
486_907L_75.3;;;;;;;;;;;;;;
950_435AL_27.8;;;;;;;;;;;;;;
087_75BpV_24.8;;;;;;;;;;;;;;
485_43L_101.2;;;;;;;;;;;;;;
525_1311BL_180.6;;;;;;;;;;;;;;
950_W15-18V_9.2;;;;;;;;;;;;;;
132_455pV_48.7;;;;;;;;;;;;;;
009_105AR_138.7;;;;;;;;;;;;;;
121_503L_9.4;;;;;;;;;;;;;;
531_1253BR_34.5;;;;;;;;;;;;;;
950_225L_7.7;;;;;;;;;;;;;;
609_201R_28.5;;;;;;;;;;;;;;
505_315AL_23.8;;;;;;;;;;;;;;
504_33L_17.6;;;;;;;;;;;;;;
924_25-26L_35.3;;;;;;;;;;;;;;
076_1655L_12.2;;;;;;;;;;;;;;
817_53V_301.5;;;;;;;;;;;;;;
623_335pV_17.7;;;;;;;;;;;;;;
564_435AL_23.6;;;;;;;;;;;;;;
606_75V_0.4;;;;;;;;;;;;;;
586_155BpV_80.8;;;;;;;;;;;;;;
817_61L_501.5;;;;;;;;;;;;;;
534_1095AL_45.9;;;;;;;;;;;;;;
603_1010R_3.6;;;;;;;;;;;;;;
513_65AR_25.4;;;;;;;;;;;;;;
516_915L_2.0;;;;;;;;;;;;;;
950_221V_7.6;;;;;;;;;;;;;;
927_944AL_905.7;;;;;;;;;;;;;;
938_4591V_2.4;;;;;;;;;;;;;;
520_115BR_0.5;;;;;;;;;;;;;;
618_47AR_58.8;;;;;;;;;;;;;;
501_911V_80.3;;;;;;;;;;;;;;
514_153V_16.5;;;;;;;;;;;;;;
950_9R_6.4;;;;;;;;;;;;;;
606_75L_0.4;;;;;;;;;;;;;;
586_263AR_81.1;;;;;;;;;;;;;;
478_1301AR_602.1;;;;;;;;;;;;;;
485_91R_101.1;;;;;;;;;;;;;;
517_31BV_69.0;;;;;;;;;;;;;;
555_243BqV_83.5;;;;;;;;;;;;;;
128_35AL_12.7;;;;;;;;;;;;;;
469_337V_602.0;;;;;;;;;;;;;;
664_135L_43.0;;;;;;;;;;;;;;
133_1163AR_19.7;;;;;;;;;;;;;;
586_2551AR_80.3;;;;;;;;;;;;;;
550_942L_25.5;;;;;;;;;;;;;;
526_429AR_3.4;;;;;;;;;;;;;;
478_1521V_0.9;;;;;;;;;;;;;;
526_15BL_4.2;;;;;;;;;;;;;;
514_964L_17.1;;;;;;;;;;;;;;
522_149AL_57.3;;;;;;;;;;;;;;
626_43V_32.8;;;;;;;;;;;;;;
545_261AL_22.6;;;;;;;;;;;;;;
543_163BV_45.2;;;;;;;;;;;;;;
504_903R_17.4;;;;;;;;;;;;;;
603_79BpV_2.5;;;;;;;;;;;;;;
539_49BL_79.4;;;;;;;;;;;;;;
603_173BqV_3.9;;;;;;;;;;;;;;
542_1195BL_29.5;;;;;;;;;;;;;;
542_1191BV_29.5;;;;;;;;;;;;;;
938_4513V_0.2;;;;;;;;;;;;;;
107_902R_22.9;;;;;;;;;;;;;;
531_873L_33.5;;;;;;;;;;;;;;
133_1107AL_18.3;;;;;;;;;;;;;;
520_831L_0.9;;;;;;;;;;;;;;
555_265BpV_83.5;;;;;;;;;;;;;;
479_1703R_304.2;;;;;;;;;;;;;;
950_907R_16.7;;;;;;;;;;;;;;
514_97BV_17.1;;;;;;;;;;;;;;
506_655V_44.3;;;;;;;;;;;;;;
950_321R_17.1;;;;;;;;;;;;;;
437_951V_1.0;;;;;;;;;;;;;;
625_305AR_14.6;;;;;;;;;;;;;;
155_4471L_88.2;;;;;;;;;;;;;;
606_51BR_0.1;;;;;;;;;;;;;;
950_217L_11.8;;;;;;;;;;;;;;
815_916L_7.2;;;;;;;;;;;;;;
011_68ApV_69.0;;;;;;;;;;;;;;
950_243L_12.8;;;;;;;;;;;;;;
542_1197AL_29.4;;;;;;;;;;;;;;
950_653L_7.2;;;;;;;;;;;;;;
626_5L_32.5;;;;;;;;;;;;;;
950_642R_7.1;;;;;;;;;;;;;;
534_1085AL_45.8;;;;;;;;;;;;;;
950_79pV_41.0;;;;;;;;;;;;;;
478_1571L_1.8;;;;;;;;;;;;;;
522_215BpV_58.1;;;;;;;;;;;;;;
553_919R_21.6;;;;;;;;;;;;;;
950_962qV_12.6;;;;;;;;;;;;;;
521_351AR_22.3;;;;;;;;;;;;;;
614_2129L_47.5;;;;;;;;;;;;;;
514_63R_17.4;;;;;;;;;;;;;;
545_982R_23.0;;;;;;;;;;;;;;
950_405R_26.9;;;;;;;;;;;;;;
603_175AV_3.8;;;;;;;;;;;;;;
801_923L_11.9;;;;;;;;;;;;;;
522_153R_57.4;;;;;;;;;;;;;;
564_1369R_23.8;;;;;;;;;;;;;;
927_3327BV_904.8;;;;;;;;;;;;;;
522_219AL_58.1;;;;;;;;;;;;;;
506_604L_43.5;;;;;;;;;;;;;;
555_255BR_83.5;;;;;;;;;;;;;;
011_73V_68.9;;;;;;;;;;;;;;
625_309BV_14.3;;;;;;;;;;;;;;
527_99AR_17.2;;;;;;;;;;;;;;
478_1643qV_2.2;;;;;;;;;;;;;;
504_93R_18.7;;;;;;;;;;;;;;
555_243AL_83.5;;;;;;;;;;;;;;
012_311qV_19.4;;;;;;;;;;;;;;
517_189AqV_0.1;;;;;;;;;;;;;;
478_1197L_0.7;;;;;;;;;;;;;;
501_37AR_80.2;;;;;;;;;;;;;;
437_968L_0.8;;;;;;;;;;;;;;
508_2153V_92.2;;;;;;;;;;;;;;
527_103R_17.3;;;;;;;;;;;;;;
553_209AV_21.2;;;;;;;;;;;;;;
506_522V_43.3;;;;;;;;;;;;;;
514_85AL_17.3;;;;;;;;;;;;;;
305_1R_14.8;;;;;;;;;;;;;;
129_16L_30.0;;;;;;;;;;;;;;
531_835R_33.6;;;;;;;;;;;;;;
504_63BqV_18.3;;;;;;;;;;;;;;
555_235AR_83.6;;;;;;;;;;;;;;
624_906R_32.4;;;;;;;;;;;;;;
478_1149L_0.7;;;;;;;;;;;;;;
543_165BV_45.2;;;;;;;;;;;;;;
478_1263L_1.7;;;;;;;;;;;;;;
479_2061V_301.7;;;;;;;;;;;;;;
950_1002L_7.2;;;;;;;;;;;;;;
553_919L_21.6;;;;;;;;;;;;;;
555_375V_84.3;;;;;;;;;;;;;;
555_521R_83.3;;;;;;;;;;;;;;
926_2038V_1.1;;;;;;;;;;;;;;
534_1109BV_46.4;;;;;;;;;;;;;;
588_827R_1.7;;;;;;;;;;;;;;
531_839L_33.5;;;;;;;;;;;;;;
528_37AL_28.7;;;;;;;;;;;;;;
609_123ApV_27.3;;;;;;;;;;;;;;
804_43AL_0.4;;;;;;;;;;;;;;
478_1199V_0.8;;;;;;;;;;;;;;
163_931BL_43.7;;;;;;;;;;;;;;
514_91AL_17.3;;;;;;;;;;;;;;
620_31L_41.8;;;;;;;;;;;;;;
814_965L_101.8;;;;;;;;;;;;;;
520_205V_1.0;;;;;;;;;;;;;;
525_491R_79.2;;;;;;;;;;;;;;
203_383R_54.8;;;;;;;;;;;;;;
664_123AR_42.5;;;;;;;;;;;;;;
135_2007V_39.7;;;;;;;;;;;;;;
613_904V_75.7;;;;;;;;;;;;;;
817_1259BpV_200.3;;;;;;;;;;;;;;
564_1321R_23.6;;;;;;;;;;;;;;
608_27AL_87.7;;;;;;;;;;;;;;
478_1161V_0.8;;;;;;;;;;;;;;
478_1121qV_0.7;;;;;;;;;;;;;;
015_1075R_100.4;;;;;;;;;;;;;;
545_932L_22.2;;;;;;;;;;;;;;
531_1207AqV_34.5;;;;;;;;;;;;;;
209_1R_19.0;;;;;;;;;;;;;;
115_911L_5.6;;;;;;;;;;;;;;
536_221AL_60.5;;;;;;;;;;;;;;
564_101L_24.4;;;;;;;;;;;;;;
504_61BqV_18.3;;;;;;;;;;;;;;
564_433BV_23.6;;;;;;;;;;;;;;
924_2333AR_35.1;;;;;;;;;;;;;;
479_9V_502.4;;;;;;;;;;;;;;
950_15R_6.4;;;;;;;;;;;;;;
926_2079L_0.7;;;;;;;;;;;;;;
940_379V_43.2;;;;;;;;;;;;;;
924_2305AL_525.0;;;;;;;;;;;;;;
534_1025R_44.9;;;;;;;;;;;;;;
586_83BqV_80.5;;;;;;;;;;;;;;
531_1353BL_34.7;;;;;;;;;;;;;;
531_1353AR_34.6;;;;;;;;;;;;;;
545_101AR_22.4;;;;;;;;;;;;;;
950_633R_6.4;;;;;;;;;;;;;;
478_1641L_2.3;;;;;;;;;;;;;;
517_67BpV_69.3;;;;;;;;;;;;;;
502_245R_100.2;;;;;;;;;;;;;;
516_919L_1.8;;;;;;;;;;;;;;
514_63L_17.4;;;;;;;;;;;;;;
588_805AR_1.6;;;;;;;;;;;;;;
518_191AL_64.7;;;;;;;;;;;;;;
486_411BV_77.5;;;;;;;;;;;;;;
927_956L_905.8;;;;;;;;;;;;;;
544_1067AL_23.4;;;;;;;;;;;;;;
620_55BV_42.2;;;;;;;;;;;;;;
801_932L_302.1;;;;;;;;;;;;;;
950_211L_11.8;;;;;;;;;;;;;;
437_978R_0.4;;;;;;;;;;;;;;
475_985R_0.9;;;;;;;;;;;;;;
506_605L_43.5;;;;;;;;;;;;;;
801_909L_800.6;;;;;;;;;;;;;;
531_831pV_33.6;;;;;;;;;;;;;;
517_229AR_0.4;;;;;;;;;;;;;;
545_155BpV_23.0;;;;;;;;;;;;;;
924_27-30L_35.3;;;;;;;;;;;;;;
503_929AR_42.2;;;;;;;;;;;;;;
564_1325R_23.6;;;;;;;;;;;;;;
520_135AL_0.6;;;;;;;;;;;;;;
950_953R_27.8;;;;;;;;;;;;;;
950_109AR_41.8;;;;;;;;;;;;;;
518_147AL_64.2;;;;;;;;;;;;;;
614_18L_47.4;;;;;;;;;;;;;;
477_20BR_100.3;;;;;;;;;;;;;;
586_2553AL_80.3;;;;;;;;;;;;;;
470_255bR_101.2;;;;;;;;;;;;;;
133_2199R_22.7;;;;;;;;;;;;;;
468_61V_101.6;;;;;;;;;;;;;;
534_1013BV_44.8;;;;;;;;;;;;;;
516_277R_1.6;;;;;;;;;;;;;;
588_825L_1.8;;;;;;;;;;;;;;
950_TRV_39.2;;;;;;;;;;;;;;
506_103AR_44.0;;;;;;;;;;;;;;
011_802V_68.1;;;;;;;;;;;;;;
618_129pV_50.9;;;;;;;;;;;;;;
603_903BR_3.8;;;;;;;;;;;;;;
054_9003L_53.9;;;;;;;;;;;;;;
938_4533R_1.2;;;;;;;;;;;;;;
531_1463L_33.7;;;;;;;;;;;;;;
470_1105L_300.6;;;;;;;;;;;;;;
528_3AL_27.9;;;;;;;;;;;;;;
476_60L_201.1;;;;;;;;;;;;;;
508_906L_91.0;;;;;;;;;;;;;;
542_1183AL_29.2;;;;;;;;;;;;;;
555_365L_84.2;;;;;;;;;;;;;;
504_25L_17.4;;;;;;;;;;;;;;
950_403V_26.8;;;;;;;;;;;;;;
531_1345AL_34.6;;;;;;;;;;;;;;
485_15R_77.0;;;;;;;;;;;;;;
950_659V_7.3;;;;;;;;;;;;;;
613_185BL_75.8;;;;;;;;;;;;;;
076_1651L_12.2;;;;;;;;;;;;;;
467_010L_102.0;;;;;;;;;;;;;;
603_151AR_3.4;;;;;;;;;;;;;;
588_829L_1.8;;;;;;;;;;;;;;
544_1061BV_23.4;;;;;;;;;;;;;;
035_115AL_46.6;;;;;;;;;;;;;;
586_97AR_80.5;;;;;;;;;;;;;;
543_147BV_44.9;;;;;;;;;;;;;;
624_171L_32.1;;;;;;;;;;;;;;
478_1023AR_0.1;;;;;;;;;;;;;;
620_79BL_42.3;;;;;;;;;;;;;;
950_661ApV_7.3;;;;;;;;;;;;;;
519_81V_46.9;;;;;;;;;;;;;;
544_1119AR_1.0;;;;;;;;;;;;;;
950_912L_17.0;;;;;;;;;;;;;;
555_275AL_83.5;;;;;;;;;;;;;;
924_46-47L_35.3;;;;;;;;;;;;;;
508_2121L_91.8;;;;;;;;;;;;;;
081_964R_74.7;;;;;;;;;;;;;;
042_739BR_20.5;;;;;;;;;;;;;;
555_501V_82.9;;;;;;;;;;;;;;
163_1047L_44.6;;;;;;;;;;;;;;
817_903R_600.0;;;;;;;;;;;;;;
531_1355ApV_34.6;;;;;;;;;;;;;;
924_1751R_35.5;;;;;;;;;;;;;;
550_941V_25.4;;;;;;;;;;;;;;
504_25R_17.4;;;;;;;;;;;;;;
503_167AL_42.4;;;;;;;;;;;;;;
851_913L_100.9;;;;;;;;;;;;;;
626_13AL_32.3;;;;;;;;;;;;;;
620_23L_41.7;;;;;;;;;;;;;;
517_85AR_69.4;;;;;;;;;;;;;;
517_93BV_69.5;;;;;;;;;;;;;;
531_2721L_35.4;;;;;;;;;;;;;;
950_113AR_41.8;;;;;;;;;;;;;;
926_2047pV_1.0;;;;;;;;;;;;;;
506_31AL_43.1;;;;;;;;;;;;;;
517_933AR_69.3;;;;;;;;;;;;;;
504_59AL_18.2;;;;;;;;;;;;;;
618_183AL_50.9;;;;;;;;;;;;;;
520_49BV_28.5;;;;;;;;;;;;;;
924_3747V_36.8;;;;;;;;;;;;;;
115_7AL_4.9;;;;;;;;;;;;;;
501_141BV_80.7;;;;;;;;;;;;;;
927_3083ApV_905.7;;;;;;;;;;;;;;
009_45AL_126.7;;;;;;;;;;;;;;
620_71BL_42.3;;;;;;;;;;;;;;
042_901R_20.6;;;;;;;;;;;;;;
486_925V_76.4;;;;;;;;;;;;;;
926_2070R_0.8;;;;;;;;;;;;;;
603_149BqV_3.4;;;;;;;;;;;;;;
555_247R_83.6;;;;;;;;;;;;;;
560_65L_24.6;;;;;;;;;;;;;;
520_91BV_0.3;;;;;;;;;;;;;;
950_1000V_7.1;;;;;;;;;;;;;;
950_345AL_17.4;;;;;;;;;;;;;;
046_227AR_36.0;;;;;;;;;;;;;;
950_658R_7.3;;;;;;;;;;;;;;
085_209pV_19.3;;;;;;;;;;;;;;
550_85BqV_25.7;;;;;;;;;;;;;;
624_199R_32.5;;;;;;;;;;;;;;
852_2V_160.7;;;;;;;;;;;;;;
542_1233BqV_29.8;;;;;;;;;;;;;;
135_2009L_39.7;;;;;;;;;;;;;;
135_2023L_40.3;;;;;;;;;;;;;;
545_976L_23.5;;;;;;;;;;;;;;
115_25AqV_5.8;;;;;;;;;;;;;;
132_473R_47.9;;;;;;;;;;;;;;
927_23R_904.5;;;;;;;;;;;;;;
588_862V_2.2;;;;;;;;;;;;;;
950_638L_7.1;;;;;;;;;;;;;;
553_219BR_21.3;;;;;;;;;;;;;;
603_69BV_2.4;;;;;;;;;;;;;;
470_1102L_302.8;;;;;;;;;;;;;;
534_1081AR_45.9;;;;;;;;;;;;;;
545_906BR_22.0;;;;;;;;;;;;;;
527_95qV_17.3;;;;;;;;;;;;;;
950_921AqV_17.3;;;;;;;;;;;;;;
527_113AL_17.3;;;;;;;;;;;;;;
478_1111pV_0.7;;;;;;;;;;;;;;
531_507BqV_35.7;;;;;;;;;;;;;;
513_65BV_25.4;;;;;;;;;;;;;;
506_85qV_43.9;;;;;;;;;;;;;;
545_71AL_22.2;;;;;;;;;;;;;;
663_311AL_40.0;;;;;;;;;;;;;;
625_335V_14.9;;;;;;;;;;;;;;
550_89V_25.7;;;;;;;;;;;;;;
544_1079AR_0.2;;;;;;;;;;;;;;
555_223AR_83.3;;;;;;;;;;;;;;
534_1053AL_45.5;;;;;;;;;;;;;;
545_81BR_22.4;;;;;;;;;;;;;;
478_1583L_1.9;;;;;;;;;;;;;;
586_61AL_80.3;;;;;;;;;;;;;;
517_89BpV_69.5;;;;;;;;;;;;;;
503_113AL_43.2;;;;;;;;;;;;;;
520_63R_0.2;;;;;;;;;;;;;;
528_47L_28.8;;;;;;;;;;;;;;
586_139BqV_80.8;;;;;;;;;;;;;;
011_38R_68.7;;;;;;;;;;;;;;
950_1005L_39.8;;;;;;;;;;;;;;
664_247V_43.3;;;;;;;;;;;;;;
476_81R_103.3;;;;;;;;;;;;;;
586_257BqV_81.1;;;;;;;;;;;;;;
924_2321AV_34.5;;;;;;;;;;;;;;
803_49AR_103.1;;;;;;;;;;;;;;
105_463L_29.4;;;;;;;;;;;;;;
664_229L_42.6;;;;;;;;;;;;;;
503_127L_43.2;;;;;;;;;;;;;;
555_201R_83.3;;;;;;;;;;;;;;
543_161BV_45.2;;;;;;;;;;;;;;
128_29AR_12.6;;;;;;;;;;;;;;
503_107BL_43.6;;;;;;;;;;;;;;
514_61BR_17.3;;;;;;;;;;;;;;
504_906R_17.4;;;;;;;;;;;;;;
166_2181L_143.8;;;;;;;;;;;;;;
950_650V_7.1;;;;;;;;;;;;;;
054_1351AR_53.3;;;;;;;;;;;;;;
544_1067AR_23.4;;;;;;;;;;;;;;
520_207V_1.1;;;;;;;;;;;;;;
603_123BV_3.3;;;;;;;;;;;;;;
924_2303AR_525.0;;;;;;;;;;;;;;
550_143AL_26.2;;;;;;;;;;;;;;
531_143AL_35.1;;;;;;;;;;;;;;
517_253BV_1.0;;;;;;;;;;;;;;
543_137BqV_44.9;;;;;;;;;;;;;;
508_935L_90.9;;;;;;;;;;;;;;
469_338V_602.0;;;;;;;;;;;;;;
054_1345AR_53.0;;;;;;;;;;;;;;
950_233AL_12.5;;;;;;;;;;;;;;
545_93BqV_22.5;;;;;;;;;;;;;;
514_963R_17.1;;;;;;;;;;;;;;
555_325L_84.1;;;;;;;;;;;;;;
927_930V_905.5;;;;;;;;;;;;;;
950_133L_7.2;;;;;;;;;;;;;;
012_303AR_8.4;;;;;;;;;;;;;;
545_133BV_23.0;;;;;;;;;;;;;;
664_1011R_42.9;;;;;;;;;;;;;;
513_131BV_26.1;;;;;;;;;;;;;;
536_225BqV_60.7;;;;;;;;;;;;;;
506_61L_43.4;;;;;;;;;;;;;;
618_119AR_51.1;;;;;;;;;;;;;;
815_927R_100.2;;;;;;;;;;;;;;
107_187BV_19.4;;;;;;;;;;;;;;
555_251AR_83.5;;;;;;;;;;;;;;
015_1077R_100.4;;;;;;;;;;;;;;
543_919R_45.4;;;;;;;;;;;;;;
011_29V_68.6;;;;;;;;;;;;;;
514_15AR_18.1;;;;;;;;;;;;;;
531_1165AR_101.8;;;;;;;;;;;;;;
817_907L_115.3;;;;;;;;;;;;;;
478_1133R_0.6;;;;;;;;;;;;;;
098_3835L_27.9;;;;;;;;;;;;;;
950_651qV_7.2;;;;;;;;;;;;;;
924_2355BV_35.8;;;;;;;;;;;;;;
518_161R_63.7;;;;;;;;;;;;;;
105_139BV_31.5;;;;;;;;;;;;;;
486_903L_75.4;;;;;;;;;;;;;;
950_669ApV_7.4;;;;;;;;;;;;;;
520_831R_0.9;;;;;;;;;;;;;;
107_273AR_1.8;;;;;;;;;;;;;;
485_11R_76.9;;;;;;;;;;;;;;
143_911AL_17.9;;;;;;;;;;;;;;
478_1125AqV_0.6;;;;;;;;;;;;;;
924_3513V_35.1;;;;;;;;;;;;;;
545_961L_22.6;;;;;;;;;;;;;;
470_1102R_302.8;;;;;;;;;;;;;;
012_313AL_19.4;;;;;;;;;;;;;;
486_118R_204.8;;;;;;;;;;;;;;
950_955R_40.8;;;;;;;;;;;;;;
011_39AqV_68.8;;;;;;;;;;;;;;
112_351AR_62.5;;;;;;;;;;;;;;
545_109AR_22.7;;;;;;;;;;;;;;
588_867BpV_2.3;;;;;;;;;;;;;;
047_5AL_41.0;;;;;;;;;;;;;;
553_921R_21.6;;;;;;;;;;;;;;
011_68BR_69.0;;;;;;;;;;;;;;
127_455AL_68.4;;;;;;;;;;;;;;
950_931V_17.8;;;;;;;;;;;;;;
618_187AL_50.9;;;;;;;;;;;;;;
586_67BV_80.4;;;;;;;;;;;;;;
606_912R_0.5;;;;;;;;;;;;;;
545_75AR_22.3;;;;;;;;;;;;;;
054_1273AL_43.1;;;;;;;;;;;;;;
560_1271AV_24.7;;;;;;;;;;;;;;
133_1177BpV_20.0;;;;;;;;;;;;;;
950_909L_16.9;;;;;;;;;;;;;;
530_95AR_11.4;;;;;;;;;;;;;;
950_801R_41.6;;;;;;;;;;;;;;
478_1331R_2.1;;;;;;;;;;;;;;
555_251AL_83.5;;;;;;;;;;;;;;
545_211BV_23.8;;;;;;;;;;;;;;
555_203V_83.3;;;;;;;;;;;;;;
527_107AL_17.4;;;;;;;;;;;;;;
586_295AR_81.2;;;;;;;;;;;;;;
534_1085BR_45.9;;;;;;;;;;;;;;
922_925R_18.1;;;;;;;;;;;;;;
550_47L_25.3;;;;;;;;;;;;;;
128_25AL_12.6;;;;;;;;;;;;;;
545_267R_22.6;;;;;;;;;;;;;;
540_167AL_81.8;;;;;;;;;;;;;;
938_4583qV_2.4;;;;;;;;;;;;;;
613_195AR_76.1;;;;;;;;;;;;;;
528_39AL_28.7;;;;;;;;;;;;;;
470_180R_305.4;;;;;;;;;;;;;;
527_920L_17.6;;;;;;;;;;;;;;
531_1357BpV_34.6;;;;;;;;;;;;;;
618_29AR_58.5;;;;;;;;;;;;;;
485_58AL_100.9;;;;;;;;;;;;;;
550_910BL_25.8;;;;;;;;;;;;;;
109_243AR_31.0;;;;;;;;;;;;;;
011_840BL_68.8;;;;;;;;;;;;;;
520_803L_1.0;;;;;;;;;;;;;;
501_31AV_80.2;;;;;;;;;;;;;;
950_841BV_11.7;;;;;;;;;;;;;;
817_911R_115.1;;;;;;;;;;;;;;
011_76V_69.0;;;;;;;;;;;;;;
133_950R_20.9;;;;;;;;;;;;;;
927_970R_906.1;;;;;;;;;;;;;;
555_327L_84.2;;;;;;;;;;;;;;
542_1235AL_29.7;;;;;;;;;;;;;;
467_018L_101.8;;;;;;;;;;;;;;
803_70L_106.2;;;;;;;;;;;;;;
552_255pV_83.2;;;;;;;;;;;;;;
518_109L_63.4;;;;;;;;;;;;;;
603_77AV_2.4;;;;;;;;;;;;;;
513_121BV_26.1;;;;;;;;;;;;;;
513_133AL_26.1;;;;;;;;;;;;;;
531_1353BpV_34.7;;;;;;;;;;;;;;
525_441AL_78.1;;;;;;;;;;;;;;
011_293AR_70.2;;;;;;;;;;;;;;
801_910L_102.4;;;;;;;;;;;;;;
503_91BqV_43.8;;;;;;;;;;;;;;
144_985AR_153.6;;;;;;;;;;;;;;
924_35-36V_35.3;;;;;;;;;;;;;;
525_437AR_77.9;;;;;;;;;;;;;;
526_15AR_4.1;;;;;;;;;;;;;;
614_404R_48.4;;;;;;;;;;;;;;
518_175AR_64.6;;;;;;;;;;;;;;
900_682V_201.4;;;;;;;;;;;;;;
619_1259BV_34.7;;;;;;;;;;;;;;
501_914R_80.3;;;;;;;;;;;;;;
586_2513AL_80.2;;;;;;;;;;;;;;
478_1173pV_0.7;;;;;;;;;;;;;;
542_505L_29.6;;;;;;;;;;;;;;
503_167ApV_42.4;;;;;;;;;;;;;;
531_205BpV_35.6;;;;;;;;;;;;;;
501_25R_80.1;;;;;;;;;;;;;;
940_363L_43.1;;;;;;;;;;;;;;
026_233BL_26.0;;;;;;;;;;;;;;
536_223BpV_60.6;;;;;;;;;;;;;;
514_921L_18.0;;;;;;;;;;;;;;
486_912AqV_75.8;;;;;;;;;;;;;;
555_359pV_84.3;;;;;;;;;;;;;;
028_1013L_52.9;;;;;;;;;;;;;;
926_2061R_0.8;;;;;;;;;;;;;;
485_40L_100.9;;;;;;;;;;;;;;
100_2025BL_3.0;;;;;;;;;;;;;;
135_2061R_42.7;;;;;;;;;;;;;;
588_842AR_2.1;;;;;;;;;;;;;;
514_61AR_17.5;;;;;;;;;;;;;;
950_927L_17.5;;;;;;;;;;;;;;
504_912V_18.1;;;;;;;;;;;;;;
624_189AL_32.3;;;;;;;;;;;;;;
527_67BpV_17.0;;;;;;;;;;;;;;
503_87AL_44.0;;;;;;;;;;;;;;
044_461AL_12.3;;;;;;;;;;;;;;
528_37AR_28.7;;;;;;;;;;;;;;
611_2331L_106.1;;;;;;;;;;;;;;
527_99AL_17.2;;;;;;;;;;;;;;
608_23AR_87.7;;;;;;;;;;;;;;
478_1523L_0.9;;;;;;;;;;;;;;
586_159BqV_80.8;;;;;;;;;;;;;;
501_921L_80.4;;;;;;;;;;;;;;
504_51AL_18.2;;;;;;;;;;;;;;
520_125pV_0.6;;;;;;;;;;;;;;
531_847R_33.5;;;;;;;;;;;;;;
614_2215L_48.3;;;;;;;;;;;;;;
467_0109L_102.7;;;;;;;;;;;;;;
618_109AR_51.3;;;;;;;;;;;;;;
950_805L_41.7;;;;;;;;;;;;;;
437_958L_0.8;;;;;;;;;;;;;;
517_253AL_0.9;;;;;;;;;;;;;;
467_07V_20.0;;;;;;;;;;;;;;
437_958R_0.8;;;;;;;;;;;;;;
514_101AR_17.1;;;;;;;;;;;;;;
924_15-16L_35.3;;;;;;;;;;;;;;
564_1315R_23.5;;;;;;;;;;;;;;
127_542V_49.8;;;;;;;;;;;;;;
