NAAM_ID;NAAM_LRS_VAN;NAAM_LRS_TOT;SEGMENT_IDENTIFICATIE;SEGMENT_LRS_VAN;SEGMENT_LRS_TOT;OBJECT_NAAM;BEGRENZERNAAM_BEGIN;BEGRENZERNAAM_EIND;BEGRENZERTYPE_BEGIN;BEGRENZERTYPE_EIND;VERSIE_DATUM;VERSIE_GELDIG;VERSIE_NUMMER
608#w33L-s105a#87.948100;0;15904;e0f040bc-6874-336c-afb1-05ddbf19adfe;34065;49969;w33L-s105a;33;36;WISSEL_GW;Lichtsein;20220614;C;19
608#105a#88.233412;0;555454;e0f040bc-6874-336c-afb1-05ddbf19adfe;49969;605423;105a;36;58;Lichtsein;Lichtsein;20220614;C;19
608#s105a-w59B/61AS#88.522042;0;22548;e0f040bc-6874-336c-afb1-05ddbf19adfe;605423;627971;s105a-w59B/61AS;58;59B/61A;Lichtsein;WISSEL_EW;20220614;C;19
120#sZA-w9BL#7.684078;0;21793;49af68a0-7dbd-5338-5370-c4db6c6b540f;58263;36470;sZA-w9BL;511;9B;Lichtsein;WISSEL_GW;20220614;C;19
120#ZA#4.586489;0;6091438;49af68a0-7dbd-5338-5370-c4db6c6b540f;58263;6149701;ZA;511;318;Lichtsein;Lichtsein;20220614;C;19
534#w1119B/1121AT-s516#46.539640;0;10128;3b80726b-4185-e4b3-f4dc-0fb01f0ef3ec;23009;33137;w1119B/1121AT-s516;1119B/1121A;1116;WISSEL_HEW;Lichtsein;20220614;C;19
534#516#46.711346;0;331393;3b80726b-4185-e4b3-f4dc-0fb01f0ef3ec;33137;364530;516;1116;SJ_1121AT;Lichtsein;STOOTJUK;20220614;C;19
550#91#25.607920;0;43561;4247ede7-c129-43d0-9e9c-cb5d8726b9f1;4500;48061;91;982;9101;WISSEL_GW;Bordsein;20220614;C;19
550#91w#25.634352;0;9757;4247ede7-c129-43d0-9e9c-cb5d8726b9f1;48061;57818;91w;9101;91w;Bordsein;Bordsein;20220614;C;19
161#w2221V-sGD1#9.448755;0;44754;0a1996f1-5d46-2ced-af3a-d45abfbe7456;3900;48654;w2221V-sGD1;2221;2232;WISSEL_GW;Lichtsein;20220614;C;19
161#GD1#9.606495;0;270765;0a1996f1-5d46-2ced-af3a-d45abfbe7456;48654;319419;GD1;2232;2310;Lichtsein;Lichtsein;20220614;C;19
161#GD2#10.261395;0;1039199;0a1996f1-5d46-2ced-af3a-d45abfbe7456;319419;1358618;GD2;2310;2320;Lichtsein;Lichtsein;20220614;C;19
161#sGD2-sGD3#10.790959;0;20061;0a1996f1-5d46-2ced-af3a-d45abfbe7456;1358618;1378679;sGD2-sGD3;2320;2326;Lichtsein;Lichtsein;20220614;C;19
161#GD3#11.448882;0;1295949;0a1996f1-5d46-2ced-af3a-d45abfbe7456;1378679;2674628;GD3;2326;2330;Lichtsein;Lichtsein;20220614;C;19
161#sGD3-sGD4#12.223225;0;252932;0a1996f1-5d46-2ced-af3a-d45abfbe7456;2674628;2927560;sGD3-sGD4;2330;2336;Lichtsein;Lichtsein;20220614;C;19
161#GD4#13.119660;0;1540161;0a1996f1-5d46-2ced-af3a-d45abfbe7456;2927560;4467721;GD4;2336;2340;Lichtsein;Lichtsein;20220614;C;19
161#sGD4-sGD5#14.012183;0;245108;0a1996f1-5d46-2ced-af3a-d45abfbe7456;4467721;4712829;sGD4-sGD5;2340;2346;Lichtsein;Lichtsein;20220614;C;19
161#GD5#14.892898;0;1516544;0a1996f1-5d46-2ced-af3a-d45abfbe7456;4712829;6229373;GD5;2346;2350;Lichtsein;Lichtsein;20220614;C;19
161#sGD5-sGD6#15.774643;0;247166;0a1996f1-5d46-2ced-af3a-d45abfbe7456;6229373;6476539;sGD5-sGD6;2350;2356;Lichtsein;Lichtsein;20220614;C;19
161#GD6#16.546867;0;1297474;0a1996f1-5d46-2ced-af3a-d45abfbe7456;6476539;7774013;GD6;2356;2360;Lichtsein;Lichtsein;20220614;C;19
161#sGD6-sGD7#17.418693;0;446397;0a1996f1-5d46-2ced-af3a-d45abfbe7456;7774013;8220410;sGD6-sGD7;2360;2366;Lichtsein;Lichtsein;20220614;C;19
161#GD7#18.091024;0;898432;0a1996f1-5d46-2ced-af3a-d45abfbe7456;8220410;9118842;GD7;2366;2370;Lichtsein;Lichtsein;20220614;C;19
161#sGD7-sGD8#18.763021;0;445730;0a1996f1-5d46-2ced-af3a-d45abfbe7456;9118842;9564572;sGD7-sGD8;2370;2376;Lichtsein;Lichtsein;20220614;C;19
161#GD8#19.434334;0;897065;0a1996f1-5d46-2ced-af3a-d45abfbe7456;9564572;10461637;GD8;2376;2502;Lichtsein;Lichtsein;20220614;C;19
161#sGD8-sGD9#19.892816;0;20014;0a1996f1-5d46-2ced-af3a-d45abfbe7456;10461637;10481651;sGD8-sGD9;2502;2508;Lichtsein;Lichtsein;20220614;C;19
161#GD9#20.038932;0;272253;0a1996f1-5d46-2ced-af3a-d45abfbe7456;10481651;10753904;GD9;2508;2513;Lichtsein;WISSEL_GW;20220614;C;19
080#w3407V-s673#9.831402;0;8951;e9ebad77-02a1-8f60-a93e-9470d8ef0dc3;4500;13451;w3407V-s673;3407;3410;WISSEL_GW;Lichtsein;20220614;C;19
080#673#10.452541;0;1235720;e9ebad77-02a1-8f60-a93e-9470d8ef0dc3;13451;1249171;673;3410;3424;Lichtsein;Lichtsein;20220614;C;19
080#s673-w3425V#11.108910;0;79546;e9ebad77-02a1-8f60-a93e-9470d8ef0dc3;1249171;1328717;s673-w3425V;3424;3425;Lichtsein;WISSEL_GW;20220614;C;19
478#w1153/1155S-w1149V#0.744640;0;2544;01809f25-430d-1b84-f74b-8c977843c4b2;7044;4500;w1153/1155S-w1149V;1153/1155;1149;WISSEL_EW;WISSEL_GW;20220614;C;19
541#GE#15.261820;0;1621042;7896dcc8-d4da-dff4-53fe-f3b870b1da07;1124091;2745133;GE;74;114;Lichtsein;Lichtsein;20220614;C;19
541#sGE-w115R#16.221512;0;285087;7896dcc8-d4da-dff4-53fe-f3b870b1da07;2745133;3030220;sGE-w115R;114;115;Lichtsein;WISSEL_GW;20220614;C;19
525#SJ#180.103402;0;206546;dc0450b7-042b-e6ff-fa93-a74ce111ec5e;7761759;7968305;SJ;4;1306;Lichtsein;Lichtsein;20220614;C;19
525#sSJ-w1305AV#180.309619;0;205280;dc0450b7-042b-e6ff-fa93-a74ce111ec5e;7968305;8173585;sSJ-w1305AV;1306;1305A;Lichtsein;WISSEL_GW;20220614;C;19
075#w97BV-sUN#42.749167;0;98530;b71f1498-fa90-611c-4292-33652d04d519;35678;134208;w97BV-sUN;97B;108;WISSEL_GW;Lichtsein;20220614;C;19
075#UN#49.800442;0;14021947;b71f1498-fa90-611c-4292-33652d04d519;134208;14156155;UN;108;140;Lichtsein;Lichtsein;20220614;C;19
075#sUN-w143AV#56.943178;0;281687;b71f1498-fa90-611c-4292-33652d04d519;14156155;14437842;sUN-w143AV;140;143A;Lichtsein;WISSEL_GW;20220614;C;19
112#w349BV-w351AV#62.454850;0;23491;6b588dce-0441-4d93-f67a-9d1405e45090;3900;27391;w349BV-w351AV;349B;351A;WISSEL_GW;WISSEL_GW;20220614;C;19
603#OW#72.108494;0;17222;85e18ed3-18c5-059f-5740-e4368c872241;18698691;18715913;OW;256;4496;Lichtsein;Lichtsein;20220614;C;19
603#sOW-w4483L#72.158482;0;84410;85e18ed3-18c5-059f-5740-e4368c872241;18715913;18800323;sOW-w4483L;4496;4483;Lichtsein;WISSEL_GW;20220614;C;19
078#sWN-w205BR#64.736931;0;174265;c893299b-d583-c71f-daad-a1ecc0219c3a;208330;34065;sWN-w205BR;202;205B;Lichtsein;WISSEL_GW;20220614;C;19
078#WN#61.568149;0;6168566;c893299b-d583-c71f-daad-a1ecc0219c3a;208330;6376896;WN;202;236;Lichtsein;Lichtsein;20220614;C;19
078#w233BV-sWN#58.463656;0;45580;c893299b-d583-c71f-daad-a1ecc0219c3a;6422476;6376896;w233BV-sWN;233B;236;WISSEL_GW;Lichtsein;20220614;C;19
011#312b#68.984037;0;10283;503a0992-0304-e186-ca84-a20a8924cf57;23011;33294;312b;61A/61B;356;WISSEL_EW;Lichtsein;20220614;C;19
011#s312b-s312a#68.999947;0;21482;503a0992-0304-e186-ca84-a20a8924cf57;33294;54776;s312b-s312a;356;;Lichtsein;Bordsein;20220614;C;19
011#312a#69.147714;0;273536;503a0992-0304-e186-ca84-a20a8924cf57;54776;328312;312a;324;;Lichtsein;Bordsein;20220614;C;19
531#95#1.369582;0;146833;0aab0ab1-727c-1b95-5507-5d996b71d6b8;36470;183303;95;885;1460;WISSEL_GW;Lichtsein;20220614;C;19
531#w1461R-s95#1.273090;0;57781;0aab0ab1-727c-1b95-5507-5d996b71d6b8;241084;183303;w1461R-s95;1461;1460;WISSEL_GW;Lichtsein;20220614;C;19
545#SJ_1001V-w1001V#21.514109;0;28828;1ba31bb4-5902-7e7e-4bb0-88f2b62f287f;32728;3900;SJ_1001V-w1001V;SJ_1001V;1001;STOOTJUK;WISSEL_GW;20220614;C;19
163#sLA-w379V#48.695423;0;9239;2fefddfd-944d-5194-20d5-0ffbb7af6f4e;49261;40022;sLA-w379V;386;379;Lichtsein;WISSEL_GW;20220614;C;19
163#LA#48.544377;0;295688;2fefddfd-944d-5194-20d5-0ffbb7af6f4e;49261;344949;LA;386;660;Lichtsein;Lichtsein;20220614;C;19
163#sLB-sLA#48.031184;0;740331;2fefddfd-944d-5194-20d5-0ffbb7af6f4e;1085280;344949;sLB-sLA;656;660;Lichtsein;Lichtsein;20220614;C;19
163#LB#47.347710;0;639445;2fefddfd-944d-5194-20d5-0ffbb7af6f4e;1085280;1724725;LB;656;646;Lichtsein;Lichtsein;20220614;C;19
163#LC#46.916947;0;230165;2fefddfd-944d-5194-20d5-0ffbb7af6f4e;1724725;1954890;LC;646;630;Lichtsein;Lichtsein;20220614;C;19
163#sLD-sLC#46.399666;0;814107;2fefddfd-944d-5194-20d5-0ffbb7af6f4e;2768997;1954890;sLD-sLC;626;630;Lichtsein;Lichtsein;20220614;C;19
163#LD#45.971705;0;49847;2fefddfd-944d-5194-20d5-0ffbb7af6f4e;2768997;2818844;LD;626;610;Lichtsein;Lichtsein;20220614;C;19
163#sLE-sLD#45.670229;0;558763;2fefddfd-944d-5194-20d5-0ffbb7af6f4e;3377607;2818844;sLE-sLD;606;610;Lichtsein;Lichtsein;20220614;C;19
163#LE#45.161604;0;468032;2fefddfd-944d-5194-20d5-0ffbb7af6f4e;3377607;3845639;LE;606;980;Lichtsein;Lichtsein;20220614;C;19
100#sKA-sKC#10.789369;0;22783;bcda3288-ff81-5b0a-5e38-094e876f3a95;1223873;1201090;sKA-sKC;1030;1058;Lichtsein;Lichtsein;20220614;C;19
100#KA#10.369007;0;814974;bcda3288-ff81-5b0a-5e38-094e876f3a95;1223873;2038847;KA;1030;1016;Lichtsein;Lichtsein;20220614;C;19
100#s691-sKA#9.593882;0;729805;bcda3288-ff81-5b0a-5e38-094e876f3a95;2768652;2038847;s691-sKA;1000;1016;Lichtsein;Lichtsein;20220614;C;19
100#691#8.892354;0;668298;bcda3288-ff81-5b0a-5e38-094e876f3a95;2768652;3436950;691;1000;2116;Lichtsein;Lichtsein;20220614;C;19
100#w2115BV-s691#8.290966;0;530234;bcda3288-ff81-5b0a-5e38-094e876f3a95;3967184;3436950;w2115BV-s691;2115B;2116;WISSEL_GW;Lichtsein;20220614;C;19
823#10#6.129886;0;273752;a520e334-2466-370a-f3a9-c7d1fd12b42c;34064;307816;10;22;27;WISSEL_GW;WISSEL_GW;20220614;C;19
522#w173BV-s2b#57.754396;0;528;e198ba08-1c7a-f0f8-7caf-bfecb930b3e8;4500;5028;w173BV-s2b;173B;196;WISSEL_GW;Lichtsein;20220614;C;19
522#2b#57.824326;0;139638;e198ba08-1c7a-f0f8-7caf-bfecb930b3e8;5028;144666;2b;196;204;Lichtsein;Lichtsein;20220614;C;19
522#s2b-w201AV#57.901928;0;15908;e198ba08-1c7a-f0f8-7caf-bfecb930b3e8;144666;160574;s2b-w201AV;204;201A;Lichtsein;WISSEL_GW;20220614;C;19
950#s262-w195R#7.541140;0;42137;285cb1d6-19d1-d250-5fa6-f41ae32abfc2;78607;36470;s262-w195R;194;195;Lichtsein;WISSEL_GW;20220614;C;19
950#262#7.475708;0;89677;285cb1d6-19d1-d250-5fa6-f41ae32abfc2;78607;168284;262;194;;Lichtsein;Bordsein;20220614;C;19
950#w1011R-s262#7.430730;0;934;285cb1d6-19d1-d250-5fa6-f41ae32abfc2;169218;168284;w1011R-s262;1011;;WISSEL_GW;Bordsein;20220614;C;19
478#w1023AL-w1031V#0.208436;0;161504;c65f6eb5-b627-e4f0-9491-2a223f2e222a;36470;197974;w1023AL-w1031V;1023A;1031;WISSEL_GW;WISSEL_GW;20220614;C;19
009#w117R-s442#148.273434;0;29525;9503628e-20d7-5ca5-da49-47f07b8f69b5;36470;65995;w117R-s442;117;120;WISSEL_GW;Lichtsein;20220614;C;19
009#442#148.555558;0;539263;9503628e-20d7-5ca5-da49-47f07b8f69b5;65995;605258;442;120;126;Lichtsein;Lichtsein;20220614;C;19
009#s442-w129L#148.849861;0;54079;9503628e-20d7-5ca5-da49-47f07b8f69b5;605258;659337;s442-w129L;126;129;Lichtsein;WISSEL_GW;20220614;C;19
021#w39R-s703#67.243806;0;60104;2885af0d-2a57-88c7-5ace-6a566b902c55;60916;121020;w39R-s703;39;40;WISSEL_GW;Lichtsein;20220614;C;19
021#703#67.665139;0;783596;2885af0d-2a57-88c7-5ace-6a566b902c55;121020;904616;703;40;54;Lichtsein;Lichtsein;20220614;C;19
021#s703-w55L#68.171138;0;229645;2885af0d-2a57-88c7-5ace-6a566b902c55;904616;1134261;s703-w55L;54;55;Lichtsein;WISSEL_GW;20220614;C;19
525#w1303AL-w1301BL#180.451977;0;13731;f6237ae2-61f4-56da-61c8-7839296c28eb;71858;58127;w1303AL-w1301BL;1303A;1301B;WISSEL_GW;WISSEL_GW;20220614;C;19
606#w87BV-s202b#0.676383;0;7787;7eaa77b3-8b24-73c8-9acd-701e8ce43539;3900;11687;w87BV-s202b;87B;90;WISSEL_GW;Lichtsein;20220614;C;19
606#202b#0.770438;0;180675;7eaa77b3-8b24-73c8-9acd-701e8ce43539;11687;192362;202b;90;112;Lichtsein;Lichtsein;20220614;C;19
606#s202b-w107AV#0.881521;0;41908;7eaa77b3-8b24-73c8-9acd-701e8ce43539;192362;234270;s202b-w107AV;112;107A;Lichtsein;WISSEL_GW;20220614;C;19
528#w61AR-sHQ#0.716450;0;279871;cd46b50e-d369-f1ae-5714-730bc047e9a6;36471;316342;w61AR-sHQ;61A;66;WISSEL_GW;Lichtsein;20220614;C;19
528#HQ#0.878245;0;43636;cd46b50e-d369-f1ae-5714-730bc047e9a6;316342;359978;HQ;66;1032;Lichtsein;Lichtsein;20220614;C;19
204#w315V-sOM#23.289252;0;109521;2ed27105-e6c8-8a6a-5c0c-627b23410740;3899;113420;w315V-sOM;315;324;WISSEL_GW;Lichtsein;20220614;C;19
204#OM#28.264516;0;9847989;2ed27105-e6c8-8a6a-5c0c-627b23410740;113420;9961409;OM;324;330;Lichtsein;Lichtsein;20220614;C;19
204#sOM-w331V#33.442554;0;515352;2ed27105-e6c8-8a6a-5c0c-627b23410740;9961409;10476761;sOM-w331V;330;331;Lichtsein;WISSEL_GW;20220614;C;19
486#4645#625.122921;0;198559;e2d28410-07c3-1e23-bb06-567fe79b5a70;36498;235057;4645;101;102A/102B;WISSEL_GW;WISSEL_EW;20220614;C;19
543#w191BV-s339#45.562414;0;244622;c006b070-84ff-04dc-bcdb-b92d9f23bfcd;3900;248522;w191BV-s339;191B;198;WISSEL_GW;Lichtsein;20220614;C;19
543#339#45.851619;0;345059;c006b070-84ff-04dc-bcdb-b92d9f23bfcd;248522;593581;339;198;206;Lichtsein;Lichtsein;20220614;C;19
543#s339-w201BL#46.045751;0;50772;c006b070-84ff-04dc-bcdb-b92d9f23bfcd;593581;644353;s339-w201BL;206;201B;Lichtsein;WISSEL_GW;20220614;C;19
609#s511-w219L#28.751725;0;16530;c7476461-8b2f-181f-d033-0ed8a6e7ed6b;52979;36449;s511-w219L;224;219;Lichtsein;WISSEL_GW;20220614;C;19
609#511#28.399536;0;687402;c7476461-8b2f-181f-d033-0ed8a6e7ed6b;52979;740381;511;224;232;Lichtsein;Lichtsein;20220614;C;19
609#w233R-s511#28.048747;0;13732;c7476461-8b2f-181f-d033-0ed8a6e7ed6b;754113;740381;w233R-s511;233;232;WISSEL_GW;Lichtsein;20220614;C;19
506#21#43.432592;0;390983;eeb8df29-0037-d797-0313-57ed1c6ca59d;60916;451899;21;34;122;Lichtsein;Lichtsein;20220614;C;19
506#s21-w143L#43.868791;0;599659;eeb8df29-0037-d797-0313-57ed1c6ca59d;451899;1051558;s21-w143L;122;143;Lichtsein;WISSEL_GW;20220614;C;19
057#w45R-s662#11.494125;0;77440;0059bf8b-d17e-45ec-bd00-15ca656c98c2;34065;111505;w45R-s662;45;48;WISSEL_GW;Lichtsein;20220614;C;19
057#662#11.862456;0;658574;0059bf8b-d17e-45ec-bd00-15ca656c98c2;111505;770079;662;48;58;Lichtsein;Lichtsein;20220614;C;19
057#s662-w55L#12.210434;0;36770;0059bf8b-d17e-45ec-bd00-15ca656c98c2;770079;806849;s662-w55L;58;55;Lichtsein;WISSEL_GW;20220614;C;19
047#w35BV-s200#42.142450;0;290205;d016eda1-5c07-80da-aa33-49f6974e06c8;4500;294705;w35BV-s200;35B;40;WISSEL_GW;Lichtsein;20220614;C;19
047#200#42.398487;0;221729;d016eda1-5c07-80da-aa33-49f6974e06c8;294705;516434;200;40;42;Lichtsein;Lichtsein;20220614;C;19
047#s200-w41V#42.523784;0;28796;d016eda1-5c07-80da-aa33-49f6974e06c8;516434;545230;s200-w41V;42;41;Lichtsein;WISSEL_GW;20220614;C;19
544#w1067AL-w1073V#0.121115;0;42333;ba2ce819-a8c8-a034-f5fb-ee7da9c8a92c;85731;128064;w1067AL-w1073V;1067A;1073;WISSEL_GW;WISSEL_GW;20220614;C;19
047#sPL-w3BL#40.857513;0;193387;f2d53ff0-0124-b87e-12f5-ddd8bb639a3a;227452;34065;sPL-w3BL;4;3B;Lichtsein;WISSEL_GW;20220614;C;19
047#PL#32.504138;0;16529422;f2d53ff0-0124-b87e-12f5-ddd8bb639a3a;227452;16756874;PL;4;2002;Lichtsein;Lichtsein;20220614;C;19
047#w2001V-sPL#24.241081;0;12577;f2d53ff0-0124-b87e-12f5-ddd8bb639a3a;16769451;16756874;w2001V-sPL;2001;2002;WISSEL_GW;Lichtsein;20220614;C;19
122#121#3.140421;0;253490;086f93f2-8e66-723e-01c4-ccf181c6b615;34065;287555;121;5;7;WISSEL_GW;WISSEL_GW;20220614;C;19
094#s301-w1069BL#3.273585;0;45898;d659f3cd-e353-9b81-f2d4-77e3a37d9d29;104026;58128;s301-w1069BL;1078;1069B;Lichtsein;WISSEL_GW;20220614;C;19
094#301#3.099302;0;302191;d659f3cd-e353-9b81-f2d4-77e3a37d9d29;104026;406217;301;1078;1080;Lichtsein;Lichtsein;20220614;C;19
094#w1079BV-s301#2.894106;0;107640;d659f3cd-e353-9b81-f2d4-77e3a37d9d29;513857;406217;w1079BV-s301;1079B;1080;WISSEL_GW;Lichtsein;20220614;C;19
510#w405R-w407R#9.824465;0;9570;5f20144b-f97a-8940-6fa7-964743cd278f;36492;46062;w405R-w407R;405;407;WISSEL_GW;WISSEL_GW;20220614;C;19
850#62b#100.655953;0;233618;fcb77e4c-957f-8de6-4e46-5e8a62c2b29b;34088;267706;62b;62b;2;Bordsein;WISSEL_GW;20220614;C;19
850#ES_2R-s62b#100.532515;0;2445;fcb77e4c-957f-8de6-4e46-5e8a62c2b29b;270151;267706;ES_2R-s62b;ES_2R;62b;EINDESPOOR;Bordsein;20220614;C;19
054#w1307AR-w1305BL#47.100006;0;3202;8cbf9d06-546f-ccca-d419-3cabf6bd213b;61339;58137;w1307AR-w1305BL;1307A;1305B;WISSEL_GW;WISSEL_GW;20220614;C;19
054#SJ_9007V-w9007V#53.573540;0;30094;fbb5b7fe-9fe1-f772-78c4-cbd3bebf6db6;34594;4500;SJ_9007V-w9007V;SJ_9007V;9007;STOOTJUK;WISSEL_GW;20220614;C;19
506#w251AR-w257BL#45.400390;0;198042;8503d588-262e-901f-7849-b7b7f23a3693;34065;232107;w251AR-w257BL;251A;257B;WISSEL_GW;WISSEL_GW;20220614;C;19
121#SL#232.223218;0;35260;7dc1b1ee-f171-72a0-eead-fc26878124b9;22400696;22435956;SL;2348;2352;Stop Marker Board;Stop Marker Board;20220614;C;19
121#sSL-sSM#232.275170;0;68565;7dc1b1ee-f171-72a0-eead-fc26878124b9;22435956;22504521;sSL-sSM;2352;2358;Stop Marker Board;Stop Marker Board;20220614;C;19
121#SM#232.592301;0;565209;7dc1b1ee-f171-72a0-eead-fc26878124b9;22504521;23069730;SM;2358;2351;Stop Marker Board;WISSEL_GW;20220614;C;19
531#270#1.742373;0;179165;2aa2440f-90c9-4207-652e-8f02c9319bf9;36492;215657;270;881;SJ_881R;WISSEL_GW;STOOTJUK;20220614;C;19
543#321#44.590220;0;331730;1d6c75b2-3f52-7886-a3b9-ea93cf99e2ed;4500;336230;321;136;SJ_151V;Lichtsein;STOOTJUK;20220614;C;19
046#w255BV-sCG#41.612411;0;71422;0eda7c2f-9aa0-70dc-0af1-61c396138ed8;3900;75322;w255BV-sCG;255B;254;WISSEL_GW;Lichtsein;20220614;C;19
046#CG#41.650923;0;5499;0eda7c2f-9aa0-70dc-0af1-61c396138ed8;75322;80821;CG;254;2106;Lichtsein;Lichtsein;20220614;C;19
924#271#36.548890;0;124643;483b5c88-7ed8-5fd9-551e-6998265fc35e;23010;147653;271;361A/361B;365;WISSEL_EW;WISSEL_GW;20220614;C;19
135#FL#44.969528;0;3156;7a872f4a-4101-5408-5187-8b6928f72642;3899;7055;FL;901;2096;WISSEL_GW;Lichtsein;20220614;C;19
135#sFK-sFL#44.946523;0;42881;7a872f4a-4101-5408-5187-8b6928f72642;49936;7055;sFK-sFL;;2096;Bordsein;Lichtsein;20220614;C;19
135#FK#44.770044;0;310288;7a872f4a-4101-5408-5187-8b6928f72642;49936;360224;FK;;2088;Bordsein;Lichtsein;20220614;C;19
135#w2085R-sFK#44.581592;0;66840;7a872f4a-4101-5408-5187-8b6928f72642;427064;360224;w2085R-sFK;2085;2088;WISSEL_GW;Lichtsein;20220614;C;19
626#w45BV-sEA#33.014592;0;17915;71aff1db-6013-d642-9b2d-5ac33e230459;4500;22415;w45BV-sEA;45B;46;WISSEL_GW;Lichtsein;20220614;C;19
626#EA#33.225812;0;404749;71aff1db-6013-d642-9b2d-5ac33e230459;22415;427164;EA;46;52;Lichtsein;Lichtsein;20220614;C;19
626#sEA-sEB#33.608696;0;361421;71aff1db-6013-d642-9b2d-5ac33e230459;427164;788585;sEA-sEB;52;54;Lichtsein;Lichtsein;20220614;C;19
626#EB#33.894654;0;210796;71aff1db-6013-d642-9b2d-5ac33e230459;788585;999381;EB;54;62;Lichtsein;Lichtsein;20220614;C;19
950#w409L-s603#26.929003;0;22515;5c1d0035-a2b0-b616-f375-59f5225f5e6f;34113;56628;w409L-s603;409;412;WISSEL_GW;Lichtsein;20220614;C;19
950#603#27.373425;0;865379;5c1d0035-a2b0-b616-f375-59f5225f5e6f;56628;922007;603;412;430;Lichtsein;Lichtsein;20220614;C;19
950#s603-w433R#27.817460;0;21742;5c1d0035-a2b0-b616-f375-59f5225f5e6f;922007;943749;s603-w433R;430;433;Lichtsein;WISSEL_GW;20220614;C;19
531#sBN-w2611R#34.398381;0;195995;1e61ffbb-4563-a700-a00d-0fe31e839175;2942239;3138234;sBN-w2611R;2602;2611;Lichtsein;WISSEL_GW;20220614;C;19
028#w1021R-w1023V#52.831205;0;3139;a5945d49-7e8a-7ba6-c8f2-20a0024ca246;36469;39608;w1021R-w1023V;1021;1023;WISSEL_GW;WISSEL_GW;20220614;C;19
624#w151AR-s5#31.884157;0;44712;42cef8dc-bf41-c148-d8c9-eac62362d1ac;53208;97920;w151AR-s5;151A;154;WISSEL_GW;Lichtsein;20220614;C;19
624#5#32.110076;0;408428;42cef8dc-bf41-c148-d8c9-eac62362d1ac;97920;506348;5;154;192;Lichtsein;Lichtsein;20220614;C;19
624#s5-w191AV#32.331339;0;35373;42cef8dc-bf41-c148-d8c9-eac62362d1ac;506348;541721;s5-w191AV;192;191A;Lichtsein;WISSEL_GW;20220614;C;19
543#w137AR-w145/147AQ#44.810202;0;81430;ecb49cfe-7e88-33cb-5b5e-db7bf0d8d413;36492;117922;w137AR-w145/147AQ;137A;145/147A;WISSEL_GW;WISSEL_EW;20220614;C;19
478#826#1.311371;0;773190;54c8e278-8013-0819-24cf-b0029353f768;36470;809660;826;1514;1560;Lichtsein;Lichtsein;20220614;C;19
478#s826-w1559L#1.728016;0;56637;54c8e278-8013-0819-24cf-b0029353f768;809660;866297;s826-w1559L;1560;1559;Lichtsein;WISSEL_GW;20220614;C;19
023#w71L-sAD#1.145249;0;90468;26befead-1ca6-6f5d-ca38-3c7ce59f093a;280657;371125;w71L-sAD;71;70;WISSEL_GW;Lichtsein;20220614;C;19
023#AD#7.580283;0;12775241;26befead-1ca6-6f5d-ca38-3c7ce59f093a;371125;13146366;AD;70;90;Lichtsein;Lichtsein;20220614;C;19
023#sAD-w83AV#13.978524;0;16906;26befead-1ca6-6f5d-ca38-3c7ce59f093a;13146366;13163272;sAD-w83AV;90;83A;Lichtsein;WISSEL_GW;20220614;C;19
018#w257AL-sWO#53.539684;0;253894;020d908b-5579-66c2-5d9e-7de7af3a2198;36470;290364;w257AL-sWO;257A;258;WISSEL_GW;Lichtsein;20220614;C;19
018#WO#62.533057;0;17765389;020d908b-5579-66c2-5d9e-7de7af3a2198;290364;18055753;WO;258;4494;Lichtsein;Lichtsein;20220614;C;19
478#828#1.271179;0;779788;262936c2-3a1e-296d-3720-95c0447a4f23;36493;816281;828;1518;1556;Lichtsein;Lichtsein;20220614;C;19
478#s828-w1557R#1.688667;0;54599;262936c2-3a1e-296d-3720-95c0447a4f23;816281;870880;s828-w1557R;1556;1557;Lichtsein;WISSEL_GW;20220614;C;19
163#w165AR-s267e#43.683742;0;43217;fee54228-f01d-4670-b84d-76121c39dbbb;34065;77282;w165AR-s267e;165A;168;WISSEL_GW;Lichtsein;20220614;C;19
163#267e#43.928009;0;444699;fee54228-f01d-4670-b84d-76121c39dbbb;77282;521981;267e;168;960;Lichtsein;Lichtsein;20220614;C;19
163#s267e-w963AV#44.324513;0;347305;fee54228-f01d-4670-b84d-76121c39dbbb;521981;869286;s267e-w963AV;960;963A;Lichtsein;WISSEL_GW;20220614;C;19
106#NV#2.108197;0;183871;7ce870ac-930c-c637-dc8b-8938dc901be6;616864;800735;NV;288;278;Lichtsein;Lichtsein;20220614;C;19
106#sNW-sNV#1.728882;0;575855;7ce870ac-930c-c637-dc8b-8938dc901be6;1376590;800735;sNW-sNV;268;278;Lichtsein;Lichtsein;20220614;C;19
106#NW#1.270684;0;341863;7ce870ac-930c-c637-dc8b-8938dc901be6;1376590;1718453;NW;268;218;Lichtsein;Lichtsein;20220614;C;19
950#w403AL-sPB#205.826511;0;159345;b2331b0e-a6ab-73b2-024b-4aea297bfbbc;49805;209150;w403AL-sPB;403A;410;WISSEL_GW;Lichtsein;20220614;C;19
950#PB#206.010540;0;209194;b2331b0e-a6ab-73b2-024b-4aea297bfbbc;209150;418344;PB;410;430;Lichtsein;Lichtsein;20220614;C;19
433#54#5.582204;0;160989;067df751-99dc-af4b-1b7b-5d359f0e08db;3900;164889;54;43;84;WISSEL_GW;WISSEL_GW;20220614;C;19
