NAAM;PUIC;GEOCODE_BEGIN;SUBCODE_BEGIN;NAAM_GEOCODE_BEGIN;GEOCODE_KM_VAN;NR_BEGIN;PUIC_BEGIN;OBJECTTYPE_BEGIN;KANTCODE_BEGIN;GEOCODE_EIND;SUBCODE_EIND;NAAM_GEOCODE_EIND;GEOCODE_KM_TOT;NR_EIND;PUIC_EIND;OBJECTTYPE_EIND;KANTCODE_EIND;LRS_VAN;LRS_TOT;LENGTE_GEOM;VERSIE_DATUM;VERSIE_GELDIG;VERSIE_NUMMER
953V;7af657ab-2e77-469c-a69a-87562a06b4dc;132;;Moordrecht Aansl. - Rotterdam Kleiweg;49.114307;953;174c3615-0ab5-4015-bb4f-c075ff5eaf8e;WISSEL_GW;V;132;;Moordrecht Aansl. - Rotterdam Kleiweg;49.058542;960;e24c2cb4-b636-4487-9c08-c46b6039a1f4;WISSEL_GW;V;4501;60413;55912;20221206;C;20
15R;6e2a73e0-8c55-4c29-a804-2aa92bf722a2;011;;Assen - Haren;68.017636;15;ec4bcd62-537c-4bbb-b3b2-8d9c9ba89ce8;WISSEL_GW;R;011;;Assen - Haren;68.020399;16;5008272a-91e2-482c-bbf7-5cc6cb9ef918;WISSEL_GW;V;34066;36846;2780;20221206;C;20
353R;1c0226e1-8022-4da6-aa82-71c6697640e6;055;;Blerick - Eindhoven;8.505394;353;801d881c-b7fb-4747-bdde-c60ad6b40a83;WISSEL_GW;R;055;;Blerick - Eindhoven;9.372349;355;62116706-02f1-46eb-864b-4205263b7340;WISSEL_GW;L;36470;904909;868439;20221206;C;20
13L;cc96a2d1-9b46-4e1e-96f7-3d0722698615;011;;Assen - Haren;67.943648;13;111fac33-b762-4799-af3b-f1dc7fd833dc;WISSEL_GW;L;011;;Assen - Haren;67.979476;15;ec4bcd62-537c-4bbb-b3b2-8d9c9ba89ce8;WISSEL_GW;V;33987;69487;35500;20221206;C;20
X0604V;404f67a7-cc4e-4e66-b9f5-42e067fc30eb;527;c;Haarlem;17.412743;X0604;05df2ae5-2049-4fb2-b6f6-677e23dbb65c;WISSEL_GW;V;527;c;Haarlem;17.375986;ES_X0604V;2084b2c7-7fa1-4b40-bbee-8be92a574170;EINDESPOOR;;4750;43905;39155;20221206;C;20
966L;ec64fc01-ef25-41d0-a004-b6e6bbf1cafa;545;b;Roosendaal;22.810535;966;c0e10711-6d2f-4402-925f-3a860aec0075;WISSEL_GW;L;545;b;Roosendaal;23.453098;976;29a7f4aa-66c4-4160-8a7c-c5275d465dad;WISSEL_GW;R;34065;691290;657225;20221206;C;20
153L;004aca31-7e35-43b3-892e-458b8bd45526;522;b;Uitgeest;57.444374;153;c2075f17-a3cc-4088-aa2a-0a29a56941e6;WISSEL_GW;L;522;b;Uitgeest;57.955531;211;94d76fe0-8a44-443f-a27a-a7fb8467c424;WISSEL_GW;R;36470;550389;513918;20221206;C;20
2757R;eb360c51-a53c-4518-a940-6d45dd1b7e5b;531;c;Utrecht Centraal;35.693508;2757;ff71007e-5714-409a-b13c-edb1173562ff;WISSEL_GW;R;531;c;Utrecht Centraal;36.16831;SJ_2757R;3464a5c2-3e65-467e-8956-25e67f05aa47;STOOTJUK;;36108;505359;469251;20221206;C;20
2721L;e9c422bb-274e-478b-adfb-b289f0b16bad;531;c;Utrecht Centraal;35.449415;2721;1d28891d-3360-4906-962f-d9611b6f0d68;WISSEL_GW;L;531;c;Utrecht Centraal;35.745988;2781;55196edf-7c8c-479a-9ea9-cb1a5b479e68;WISSEL_GW;V;36084;331530;295445;20221206;C;20
2751T;f042564a-3c5f-43f5-bac4-859f1bbcd2a5;531;c;Utrecht Centraal;35.609695;2749/2751;0bf61909-e8e3-4516-b543-af2468d95117;WISSEL_EW;T;531;c;Utrecht Centraal;35.653916;2757;ff71007e-5714-409a-b13c-edb1173562ff;WISSEL_GW;V;25673;69861;44188;20221206;C;20
2719R;67aca817-f93d-48ab-8c52-f282331d0b48;531;c;Utrecht Centraal;35.406784;2719;17b3821c-46ae-4416-8ddd-e3e403dc0537;WISSEL_GW;R;531;c;Utrecht Centraal;35.77682;2785;17f4fd65-55d6-426f-8858-40b4c2c0d9a1;WISSEL_GW;V;36087;405304;369217;20221206;C;20
2671R;6a6b17e9-bc5e-4a12-9f24-91fd6c9861e1;531;c;Utrecht Centraal;34.779921;2671;fce1edee-0934-42bb-b9d0-54c9ad155a04;WISSEL_GW;R;531;c;Utrecht Centraal;34.870155;2675;372c13e9-9b3f-47d3-8e7f-48ff6e58524f;WISSEL_GW;R;56210;147489;91279;20221206;C;20
1103R;bcdb6d95-4a10-4e7e-9468-00a2fd71f893;001;a;Harlingen Haven - Leeuwarden;0.985276;1103;a70f7eb2-3fd9-481d-a6e2-230d2b4c05cc;WISSEL_GW;R;001;a;Harlingen Haven - Leeuwarden;1.321156;1107;a0f0ccda-47ee-4e94-b8ac-61066f1b4a8c;WISSEL_GW;L;33986;370346;336360;20221206;C;20
1159L;bd6497ab-dad0-477f-9cb8-2c234a37061d;478;a;Rotterdam Europoort 4;0.813885;1159;352732ad-06ab-441c-9988-52a70eda745b;WISSEL_GW;L;478;a;Rotterdam Europoort 4;1.638463;1235;2b256992-c4d3-4eff-8899-f627f2ec5936;WISSEL_GW;R;34088;860389;826300;20221206;C;20
53V;e71313cf-037c-40ef-8b8d-98a1a076ed8b;817;g;Vlissingen Sloehaven;301.530122;53;cf622ace-1ab2-4097-91ad-f19f1bb8a5d2;WISSEL_GW;V;817;g;Vlissingen Sloehaven;301.745702;ES_53V;c56e8c90-4379-4391-ad3e-b34ce1cde697;EINDESPOOR;;4500;222209;218072;20221206;C;20
35BS;2f2c93d8-6558-4f2d-9097-693802f360cb;517;b;Venlo;69.007222;35B/41A;4ba43b37-a867-4496-8795-3a45049486cd;WISSEL_EW;S;060;;Roermond - Venlo;65.914429;455;5c768df2-9be5-4d27-9c6c-6e3007bea5de;WISSEL_GW;V;25989;3122515;3096526;20221206;C;20
39BP;bd8e2e2c-08c8-4af4-b48c-da5a799fe1ce;011;;Assen - Haren;68.801275;39A/39B;c3d11f33-652d-4656-9f07-27bdd440bd5f;WISSEL_EW;P;011;;Assen - Haren;68.900717;64;5bd8ff3f-e874-40b0-850e-e565c5acc4c6;WISSEL_GW;V;23009;120896;97887;20221206;C;20
1261R;08d6dd4e-ae87-496f-871e-243f935a23b5;817;e;Vlissingen Sloehaven;200.236282;1261;32a7a3f5-6139-4853-9d6d-5e277ec2c2f6;WISSEL_GW;R;817;e;Vlissingen Sloehaven;200.253594;ES_1261R;e1408de7-40ea-4c21-95b3-b658f35da55e;EINDESPOOR;;36492;53929;17437;20221206;C;20
97AS;9508ed44-271c-4f48-9acf-4601cb868a05;485;d;Amsterdam Hemhaven (gebied);101.188524;97A/97B;24e6d075-1697-4e3e-9f08-6ad0d4d9c710;WISSEL_EW;S;485;d;Amsterdam Hemhaven (gebied);101.305509;ES_97AS;f83e860c-2d75-4199-a2ea-6ddf9d5d5a70;EINDESPOOR;;23010;140040;117030;20221206;C;20
99V;cbe9c604-32a4-4c49-9240-c29826b66c80;485;d;Amsterdam Hemhaven (gebied);101.260965;99;ba09a5b8-bb3a-425a-b872-faeeba19ed38;WISSEL_GW;V;485;d;Amsterdam Hemhaven (gebied);101.312483;ES_99V;67bcb81c-6b41-4edf-8096-2c9e362a3cd3;EINDESPOOR;;4500;56004;51504;20221206;C;20
40L;4a3b6f2e-3e2d-42cf-918f-69eeec24b2ba;485;d;Amsterdam Hemhaven (gebied);100.910034;40;bd4fdd21-e516-4d1f-9c40-4753faf56153;WISSEL_GW;L;485;d;Amsterdam Hemhaven (gebied);100.829963;ES_40L;ff22e8e1-5bce-4083-bf02-01121a9a357d;EINDESPOOR;;34088;114304;80216;20221206;C;20
13L;2cc9031b-b451-4105-9f86-ccee2ce0f911;519;a;Roermond;45.733317;13;bae39f04-1635-4f61-a939-2fd1f9958e98;WISSEL_GW;L;519;a;Roermond;45.800026;17;b958cd0f-0676-41e2-814f-a7d7319691a6;WISSEL_GW;L;61145;127931;66786;20221206;C;20
19L;0fb37a32-4c6c-4296-bc4c-7d9ef6719cc0;519;a;Roermond;45.929601;19;0c2b4b84-eff8-42b6-b70b-9ee9c09224f2;WISSEL_GW;L;519;a;Roermond;46.020578;29;ded25226-43b8-46b1-b39a-e20e85c0be71;WISSEL_GW;V;61145;152382;91237;20221206;C;20
36R;03335d4c-09a5-4771-a388-ab9ea2d58791;129;;Terneuzen Aansl. - Terneuzen;30.551563;36;71d07d0a-1095-4961-a4d9-d3ffba62fd0c;WISSEL_GW;R;129;;Terneuzen Aansl. - Terneuzen;30.767873;58;2d2cc8c7-5ae5-49e7-a9b8-3e9ad9018424;WISSEL_GW;L;34065;250600;216535;20221206;C;20
