NAAM;PUIC;GEOCODE_BEGIN;SUBCODE_BEGIN;NAAM_GEOCODE_BEGIN;GEOCODE_KM_VAN;NR_BEGIN;PUIC_BEGIN;OBJECTTYPE_BEGIN;KANTCODE_BEGIN;GEOCODE_EIND;SUBCODE_EIND;NAAM_GEOCODE_EIND;GEOCODE_KM_TOT;NR_EIND;PUIC_EIND;OBJECTTYPE_EIND;KANTCODE_EIND;LRS_VAN;LRS_TOT;LENGTE_GEOM;VERSIE_DATUM;VERSIE_GELDIG;VERSIE_NUMMER
957AR;f86943c2-2eb1-499c-bea0-b921bf11503b;145;;Amsterdam Sloterdijk - Amsterdam Riekerpolder;56.553958;957A;e922f4bc-e95b-4095-8687-cbdc5ef0d8d2;WISSEL_GW;R;558;a;Amsterdam Riekerpolder;58.496224;1011;ea2fae2b-1da8-4661-8972-4db0aedec433;WISSEL_GW;V;61145;1998409;1937265;20221206;C;20
2551L;e56186f4-0499-4ce4-86c2-3c0d2564123e;531;c;Utrecht Centraal;34.49391;2551;febad2f4-2685-4f76-aba4-325bcaa5766b;WISSEL_GW;L;531;c;Utrecht Centraal;34.531955;2579;16d80adf-4c10-4a0c-95c4-57022b54b273;WISSEL_GW;L;34059;76973;42915;20221206;C;20
277BL;c61c3398-65fc-4245-ac32-9a2b0612729b;586;;Amsterdam Centraal;81.213628;277B;1edee0d7-a366-4db0-84f9-0fa61d662ae0;WISSEL_GW;L;586;;Amsterdam Centraal;81.168303;279A;6677b066-def0-4e5a-b157-939a829cb433;WISSEL_GW;L;34065;80490;46425;20221206;C;20
1169L;053b920a-54a3-41e8-88b3-208b8b79e83c;542;a;Dordrecht;29.162601;1169;7fc4d6e4-ca4e-427a-98e1-854ec1318cc3;WISSEL_GW;L;542;a;Dordrecht;29.19618;1173B;5deddaf6-c4f7-4256-b470-2da07b157a7e;WISSEL_GW;L;47005;81270;34265;20221206;C;20
1165R;4412296e-e2ca-480c-9c99-4f5b2cbf5f63;542;a;Dordrecht;29.106451;1165;da39ca66-aea9-4bdc-b650-e71e3a2f1e1e;WISSEL_GW;R;542;a;Dordrecht;29.365912;ES_1165R;d04b1d49-ca72-46b5-9e13-fb7420c56b63;EINDESPOOR;;34660;298380;263721;20221206;C;20
959R;71a53cc3-02a3-486a-b4dc-622c2e889fda;801;b;Moerdijk Industrieterrein;100.570649;959;280b10e1-b970-4d47-b45b-33a2d9217584;WISSEL_GW;R;801;b;Moerdijk Industrieterrein;100.774833;960;f2a2da59-3e0b-4e8d-8c24-839b31423f96;WISSEL_GW;V;34088;237618;203529;20221206;C;20
122L;95e68451-5036-47d4-9639-c1ec517c0577;485;f;Amsterdam Hemhaven (gebied);200.20413;122;6ef120c3-d4eb-41cf-9c07-fa4ece884147;WISSEL_GW;L;485;b;Amsterdam Hemhaven (gebied);50.023095;123A/123B;4b0c7b2e-d2e7-4d1c-8422-2dfe1ef2d490;WISSEL_EW;P;34065;1510978;1476913;20221206;C;20
10L;416db329-fe08-48d5-b8b1-555d02f72a00;485;c;Amsterdam Hemhaven (gebied);76.827405;10;6f1356f4-252e-41cd-83cb-f077acb2cace;WISSEL_GW;L;486;b;Amsterdam Westhaven (gebied);76.658771;805;1f3db1a5-5b25-41c4-b9e7-fc2d1ff21c36;WISSEL_GW;L;34088;211163;177075;20221206;C;20
183AR;bbbbd797-37b0-4387-956f-d8cf5fa04ac7;079;;Zaandam - Hoorn;2.950874;183A;1b7d5538-ea04-45e5-845f-462d814c80c1;WISSEL_GW;R;524;b;Zaandam;70.502345;267A;58553c97-3172-40aa-b645-de34fb276d99;WISSEL_GW;V;36469;2599797;2563328;20221206;C;20
2413V;2fa32c5b-9254-4a1d-90ae-e871771c73b5;531;c;Utrecht Centraal;34.069684;2413;5dafea89-57c3-4967-b23a-6cb45b275139;WISSEL_GW;V;531;d;Utrecht Centraal;1.729648;2421;03a1c388-5d6e-409b-a12a-b2d72ab0590a;WISSEL_GW;R;4500;838395;833896;20221206;C;20
1175S;ba0e9a9a-f211-40c8-98f4-03c92b8e4c7f;133;a;Amsterdam Riekerpolder - Warmond;19.950404;1175/1177A;528b5d06-c911-45b5-bfe5-5207d72554d7;WISSEL_EW;S;133;a;Amsterdam Riekerpolder - Warmond;19.539352;ES_1175S;4368e6f6-bdeb-43af-9493-86bcb02ee363;EINDESPOOR;;25991;437793;411802;20221206;C;20
1365R;26291288-6160-477f-917f-4044bb47b3fd;564;b;Den Haag Binckhorst;23.822372;1365;56707a68-933f-4c6d-bb99-c3137922af29;WISSEL_GW;R;564;d;Den Haag Binckhorst;100.321845;ES_1365R;ad2ad933-3512-42ba-bf2e-d11b2350169e;EINDESPOOR;;36492;414210;377718;20221206;C;20
1353L;04ac9e88-2494-452b-8560-db46be96cd8c;564;b;Den Haag Binckhorst;23.849795;1353;15bb171f-1b8c-4a4b-a3a7-6c87117ff62e;WISSEL_GW;L;564;d;Den Haag Binckhorst;100.262274;ES_1353L;46458ca6-12d5-4b3e-a279-01972dc033b4;EINDESPOOR;;34088;337552;303465;20221206;C;20
231R;b666c499-0909-4d9e-ad9d-0b38823ec742;555;;Rotterdam Centraal;83.457217;231;927f4bd7-a926-4e94-bccb-bbdb515babcb;WISSEL_GW;R;555;;Rotterdam Centraal;83.251069;ES_231R;a04087bc-d040-46b3-827c-e6bd7a1c4733;EINDESPOOR;;35835;242020;206185;20221206;C;20
963L;1ede392d-f473-45af-b1d0-f88aaab319d3;133;a;Amsterdam Riekerpolder - Warmond;20.520645;963;7863a2a3-fe7f-4575-8b25-8173be9fb49c;WISSEL_GW;L;133;a;Amsterdam Riekerpolder - Warmond;20.052198;1177B/1179;10dac5c6-9516-44ce-812c-297e7ad66633;WISSEL_EW;P;34065;496985;462920;20221206;C;20
39R;b2e4940e-f55c-486a-9b32-f0c2e9c3ab78;485;l;Amsterdam Hemhaven (gebied);450.371192;39;cd46982f-6e4a-4e8a-a694-c46cf777bbd8;WISSEL_GW;R;485;e;Amsterdam Hemhaven (gebied);150.341155;49;34961428-3e6f-4dc3-9032-fa7925ca9bcd;WISSEL_GW;R;34098;380752;346654;20221206;C;20
1001L;93ebbff3-e62d-4d67-b61f-8a9961b6112e;664;b;Rotterdam Lombardijen;43.012302;1001;3b5755e2-2241-447c-b5ad-7c45f64f356e;WISSEL_GW;L;664;b;Rotterdam Lombardijen;43.008875;1003;62634599-adcf-463c-b38a-b3dd5a62a2ca;WISSEL_GW;V;34088;37941;3853;20221206;C;20
901V;94b968d7-879d-49d9-a154-71791e8c2868;801;a;Moerdijk Industrieterrein;7.643504;901;3faf3939-c276-471a-a032-0d430f51b474;WISSEL_GW;V;801;a;Moerdijk Industrieterrein;7.669771;902;160ab03a-ce0c-4241-a282-6b25321f0191;WISSEL_GW;V;4500;30872;26372;20221206;C;20
267BS;6ce9deea-2048-4d33-949b-314a22d6dfb6;625;b;Lage Zwaluwe;15.519642;267B/269;77059115-f30f-417d-bba3-9bc5b011ed7d;WISSEL_EW;S;801;a;Moerdijk Industrieterrein;7.604668;901;3faf3939-c276-471a-a032-0d430f51b474;WISSEL_GW;R;25990;8008847;7982857;20221206;C;20
6R;a895ad8d-e6bc-4da8-863b-574c8da3f534;823;b;Oosterhout Weststad;100.670758;6;b4f77010-44a9-4b00-8125-13dbd1666799;WISSEL_GW;R;823;b;Oosterhout Weststad;100.985905;7;6abe02aa-a231-46f4-a78e-e58a579429ad;WISSEL_GW;L;34088;349971;315883;20221206;C;20
980V;96a00669-d1f9-4242-9f62-1747fd252822;081;;Zaandam - Amsterdam Singelgracht Aansl.;74.423052;980;34e5c924-67b1-41a3-92f9-b6d37a7d7bb2;WISSEL_GW;V;081;;Zaandam - Amsterdam Singelgracht Aansl.;74.395582;ES_980V;1d7d7572-a856-4bd6-8f2d-c5ec7e01206a;EINDESPOOR;;4500;31807;27307;20221206;C;20
975L;ddb6be42-dc49-4f76-9057-0441cda14521;081;;Zaandam - Amsterdam Singelgracht Aansl.;74.502916;975;1bdcb265-dc4a-45d4-b9ba-3458f68c0d45;WISSEL_GW;L;081;;Zaandam - Amsterdam Singelgracht Aansl.;74.363148;ES_975L;52246792-9bf7-41f9-99ea-21901b862643;EINDESPOOR;;34065;175366;141300;20221206;C;20
259AR;ee53c0e3-985b-4941-b9d8-417b4edf5398;524;b;Zaandam;70.63848;259A;6e781e73-2288-48dd-be34-3052131b3d38;WISSEL_GW;R;524;b;Zaandam;71.366117;291B;9d9b24ff-5acd-4a59-832d-9121313e2ae8;WISSEL_GW;R;61145;789192;728048;20221206;C;20
281V;667bb922-d5b8-4ed8-9a4f-9af680bb3ab1;524;b;Zaandam;71.015687;281;4c48878b-8f7c-4b9b-9b54-49072bbb7d7c;WISSEL_GW;V;524;b;Zaandam;71.088485;285A;3239a00c-d02c-4cb2-8ba0-3ca6802432cc;WISSEL_GW;V;3900;76598;72698;20221206;C;20
453AL;b338e9a9-59a9-4e0b-ab0d-eb371f054ab6;526;a;Amsterdam Muiderpoort;3.958494;453A;6e1ced1f-69c0-4f77-b8ba-7981db2c2888;WISSEL_GW;L;526;a;Amsterdam Muiderpoort;4.100225;457;5d6e2c98-53aa-4d09-a0bd-3cf3a2db773b;WISSEL_GW;L;36448;179070;142621;20221206;C;20
1001BR;18cd5813-ea67-4357-baba-87b2a040a607;534;b;Leiden Centraal;44.544886;1001B;11447695-def9-415c-8e65-667c06d288b7;WISSEL_GW;R;146;;Warmond - Leiden Centraal;44.531023;1001A;27ad916b-f37b-4c07-bb16-e27ec13e3fd7;WISSEL_GW;R;58138;72031;13893;20221206;C;20
1005BR;abff9881-e4ca-4245-9e0c-747f0308de3e;534;b;Leiden Centraal;44.565709;1005B;68fa2f7d-d186-4559-af56-5b75a5d15dcb;WISSEL_GW;R;133;a;Amsterdam Riekerpolder - Warmond;21.039714;1203;d8f8591a-20e1-42e2-9989-0ccccc1d0428;WISSEL_GW;V;58132;19308534;19250402;20221206;C;20
954R;cc3e675e-e0f3-4a3b-a7c3-26c07b51e304;486;b;Amsterdam Westhaven (gebied);75.069403;954;05e4329e-5765-4d1b-852c-11ea9e34fb10;WISSEL_GW;R;486;b;Amsterdam Westhaven (gebied);75.067237;955;4285f8f3-7922-44bf-9929-31a5d8664dcd;WISSEL_GW;V;34088;36291;2203;20221206;C;20
909L;49cebbbc-30bb-4142-aa9b-b861ba5525df;486;b;Amsterdam Westhaven (gebied);75.486895;909;0506b5ff-22c3-422f-ba54-86f4eee65dc9;WISSEL_GW;L;486;b;Amsterdam Westhaven (gebied);75.824548;913;dcf81c9b-9f3c-499f-8226-3997ea3689e7;WISSEL_GW;R;36470;373662;337192;20221206;C;20
913V;05633c20-b7c6-49fc-9bcd-01707521db79;486;b;Amsterdam Westhaven (gebied);75.863168;913;dcf81c9b-9f3c-499f-8226-3997ea3689e7;WISSEL_GW;V;486;b;Amsterdam Westhaven (gebied);75.992344;943;c26d0492-0036-499a-b08d-05ef9274b1b2;WISSEL_GW;R;4500;132571;128072;20221206;C;20
411AV;6838ea0d-8afb-4037-914c-106faee55103;486;b;Amsterdam Westhaven (gebied);77.465423;411A;eb16c433-daac-413a-8871-789fa47f05bb;WISSEL_GW;V;486;b;Amsterdam Westhaven (gebied);77.112036;ES_411AV;7ca726db-050c-4c3e-a516-cfd9ae04995b;EINDESPOOR;;4500;357662;353162;20221206;C;20
115L;c182e94a-10b8-4099-aead-2dc08f5f16bf;005;;Zuidbroek - Nieuweschans Grens;126.659801;115;c765990a-e168-460c-8df4-ff7e5ff04a07;WISSEL_GW;L;005;;Zuidbroek - Nieuweschans Grens;126.933531;125;2a7548a4-b26a-4aa3-9bd2-760cdda4c51e;WISSEL_GW;R;34066;307998;273932;20221206;C;20
31L;cc306f2a-185c-4570-b9a2-2b0e2b059324;528;b;Hilversum;28.603824;31;b42d49f8-652b-492d-b41d-2843bb7dbe02;WISSEL_GW;L;528;b;Hilversum;28.719026;119;cd05525d-9242-425b-9095-7a8cacb93ea7;WISSEL_GW;V;36493;152466;115973;20221206;C;20
41AR;d8f002b6-2d1d-40b9-99e9-b0550ab4546f;528;b;Hilversum;28.699749;41A;1a40bfd6-c6e3-4ee9-98b0-3a580f425eca;WISSEL_GW;R;528;b;Hilversum;28.807712;57;9d72cfb8-0cbb-4a3e-88cf-58255c2b65be;WISSEL_GW;L;34065;145933;111868;20221206;C;20
43AP;351a8c0e-c627-4727-8431-5c8c1500e00c;528;b;Hilversum;28.771129;41B/43A;f64c783a-025b-4577-81c5-38f162ee9235;WISSEL_EW;P;528;b;Hilversum;28.808153;57;9d72cfb8-0cbb-4a3e-88cf-58255c2b65be;WISSEL_GW;R;25990;65084;39094;20221206;C;20
59AL;7b671e5c-61a4-42d6-9fff-49445ac5c804;528;b;Hilversum;28.864933;59A;88c387f8-1158-4652-84e2-587169c75118;WISSEL_GW;L;528;a;Hilversum;0.560801;61B;6c5858d0-21f1-4446-8167-2e0f80413d64;WISSEL_GW;R;36470;92408;55938;20221206;C;20
113AP;fa31457b-1b39-41e6-88f1-2c672ee9067c;527;c;Haarlem;17.369603;111/113A;c1ca2867-a259-4bf6-bc90-7709a05ae058;WISSEL_EW;P;527;c;Haarlem;17.375976;117;41d62a50-cbcd-4149-8973-17a7da1d6411;WISSEL_GW;V;25411;32072;6661;20221206;C;20
3321R;69d6dd0a-4c45-442d-8c4c-86c46dcce194;927;;Watergraafsmeer;904.472038;3321;d079e5a5-2471-4f25-b586-29008a2eabb0;WISSEL_GW;R;927;;Watergraafsmeer;904.573506;3325;13392f91-9882-4db4-ac91-fa409e660488;WISSEL_GW;V;34065;134226;100161;20221206;C;20
1263BV;be427caa-89d0-46d8-a54d-9b28d16310ea;619;;Heerhugowaard;34.854278;1263B;71226e9d-7f7e-40d9-9edb-074e0adeb3a3;WISSEL_GW;V;619;;Heerhugowaard;35.539464;1275;f18209d7-07c9-4297-a779-fd1bb39a3a9a;WISSEL_GW;R;3900;690283;686383;20221206;C;20
1181AL;cd971fe2-ff3d-43cb-a231-eb877acc1ade;133;a;Amsterdam Riekerpolder - Warmond;20.051138;1181A;fef5f311-13ee-4c77-8de9-e21ddd05932e;WISSEL_GW;L;133;a;Amsterdam Riekerpolder - Warmond;20.097781;1183B/1185;b118a7bc-c573-43d2-8062-3a6cbe7e1303;WISSEL_EW;S;36470;83932;47461;20221206;C;20
105L;59a7986b-3e8a-4a24-a406-699500fdc269;490;c;Amsterdam Houtrakpolder (gebied);105.421728;105;bf858d17-e7e7-4304-b3f1-79647a78dbf9;WISSEL_GW;L;490;c;Amsterdam Houtrakpolder (gebied);105.073042;106;9c41bd29-546e-4651-a239-98ac7d6affac;WISSEL_GW;R;34089;383178;349089;20221206;C;20
1079V;83931246-165d-45a5-b6c3-5e8ebbb63281;133;a;Amsterdam Riekerpolder - Warmond;14.64716;1079;96f78a3f-0211-4b8f-b424-c3bcff56ce20;WISSEL_GW;V;133;a;Amsterdam Riekerpolder - Warmond;15.172223;1083B;8a55819c-ec6f-415d-8434-00ccddd96349;WISSEL_GW;L;3600;524546;520946;20221206;C;20
231V;8eff65e2-cca7-496a-b923-2e0edf45e448;200;;Winsum - Roodeschool;26.418718;231;7157f93c-efcb-4f38-9b48-051b7ba71777;WISSEL_GW;V;200;;Winsum - Roodeschool;26.655917;233;59e1625d-dec7-445d-973d-7120e3353c41;WISSEL_GW;V;3900;241388;237489;20221206;C;20
39V;6f90415c-685e-460d-85fe-bf38a8f37a08;485;l;Amsterdam Hemhaven (gebied);450.409605;39;cd46982f-6e4a-4e8a-a694-c46cf777bbd8;WISSEL_GW;V;485;l;Amsterdam Hemhaven (gebied);450.663875;ES_39V;e40d9a2a-34cd-406f-9bff-9f1076c1d6ca;EINDESPOOR;;4500;259222;254722;20221206;C;20
1133AR;d14c3af2-aaa6-4bb2-a510-9d7c946ab60f;133;a;Amsterdam Riekerpolder - Warmond;19.850369;1133A;5a592c57-b41c-4950-ae71-daebf28e6315;WISSEL_GW;R;166;;Rotterdam Westelijke Splitsing - Nieuw Vennep;144.569248;2195;d4bb69e4-4bb7-4833-b480-73fccffc7fc9;WISSEL_GW;L;125996;2842571;2716574;20221206;C;20
231AL;61920113-39ff-4656-82be-801f116dad64;507;b;Velperbroek Aansl.;93.587329;231A;d0d56348-f228-456e-bf5c-ccfa87787ac7;WISSEL_GW;L;507;b;Velperbroek Aansl.;93.634576;233;987fb6e9-ace7-4fd4-a4ff-33b5f5b9e9c4;WISSEL_GW;V;35834;83115;47281;20221206;C;20
2163R;5e0541df-fca0-4e43-b718-dc92a4a01dce;037;;Arnhem - Velperbroek Aansl.;92.388793;2163;dbe94d14-ef1c-4d05-8ba0-98e81eb38832;WISSEL_GW;R;037;;Arnhem - Velperbroek Aansl.;92.438805;2169;a92d440a-cdf5-4757-969e-c52efe470df2;WISSEL_GW;L;36470;86765;50295;20221206;C;20
2153V;ff8b6736-0790-41fe-abad-323423fcd3c8;508;;Arnhem;92.21739;2153;d845118c-fa38-473c-9982-9de4c774bd16;WISSEL_GW;V;037;;Arnhem - Velperbroek Aansl.;92.294082;2159;71fc633f-0ee7-4d04-b092-a5799b41ad6e;WISSEL_GW;L;3900;86824;82924;20221206;C;20
617L;643b35c7-0e94-461f-964c-f3fdf62f3cb0;506;b;Amersfoort;43.930137;617;b8a381a6-a9ef-4270-b3f3-29f4560ef6c7;WISSEL_GW;L;506;b;Amersfoort;43.829488;SJ_617L;298b7b81-18b2-4b5a-aef2-779f8a5d10ce;STOOTJUK;;34065;190916;156851;20221206;C;20
619V;f83237f6-57da-40e8-a93e-d882d265e047;506;b;Amersfoort;43.830982;619;dbcc1499-5cd5-490b-83ea-3957489a14f2;WISSEL_GW;V;506;b;Amersfoort;43.866176;620;6b3b725f-ef24-450f-8f56-54baebb67513;WISSEL_GW;R;4500;66445;61945;20221206;C;20
620L;daa1f32a-dbe7-4aa8-8373-16ac3bdfba58;506;b;Amersfoort;43.866058;620;6b3b725f-ef24-450f-8f56-54baebb67513;WISSEL_GW;L;506;b;Amersfoort;43.834367;SJ_620L;3d89376a-68d7-4fda-802e-c62efd40109d;STOOTJUK;;35793;91544;55752;20221206;C;20
2101R;73f78d61-f763-46da-9b7d-b7105d734cd4;508;;Arnhem;91.498414;2101;39e0f34d-006a-44ef-81d3-6e7383be557b;WISSEL_GW;R;508;;Arnhem;92.048942;2145;825a8960-7401-4852-b87c-6d113d081df9;WISSEL_GW;R;61155;613343;552188;20221206;C;20
917V;5fd1a3cd-39ba-4a4f-91ea-50c70e7073e2;486;b;Amsterdam Westhaven (gebied);76.266826;917;e62af123-6a8f-448b-bd2c-8488781eb668;WISSEL_GW;V;486;b;Amsterdam Westhaven (gebied);76.282137;919;d98bb4dd-2bfe-4c88-8e09-28f6fe5aec30;WISSEL_GW;R;3900;19256;15357;20221206;C;20
919V;f1b998dd-26e5-46fb-9625-1e92d4dbe6da;486;b;Amsterdam Westhaven (gebied);76.322695;919;d98bb4dd-2bfe-4c88-8e09-28f6fe5aec30;WISSEL_GW;V;486;b;Amsterdam Westhaven (gebied);76.325777;926;6e8ccee2-6de0-4d64-b2fa-1916db52ab7f;WISSEL_GW;V;3900;7047;3147;20221206;C;20
800R;032360a3-b631-4242-9659-e8c5c482127b;802;;Utrecht Industrieterrein Lage Weide;100.644462;800;ce58bc3f-9ad0-4fae-9c6a-f9231fc1fc2d;WISSEL_GW;R;802;;Utrecht Industrieterrein Lage Weide;100.725326;802;4f2f2a14-5981-46ea-81b3-a7f14f92b423;WISSEL_GW;V;34088;114884;80796;20221206;C;20
3743V;825641c4-96bc-4216-853f-c372203c5018;924;a;Kijfhoek;36.764352;3743;24d2938d-7045-44a1-9fc5-fb37967e2652;WISSEL_GW;V;924;a;Kijfhoek;36.76631;3747;ff7590ad-a65e-49bb-90c3-aab6722d899b;WISSEL_GW;L;4500;6491;1991;20221206;C;20
3725V;cf4dd35b-6288-4fb4-8af0-508d06025550;924;a;Kijfhoek;36.685088;3725;e347025c-71f2-4b83-94db-7b7872dd97e1;WISSEL_GW;V;924;a;Kijfhoek;36.69101;3727;55cd629b-ff6c-4774-a592-dc4d116ee806;WISSEL_GW;R;4501;10570;6069;20221206;C;20
3723V;f636d401-99fe-4532-a90e-7798a17f6cd0;924;a;Kijfhoek;36.762677;3723;ff5c8d65-147c-462d-9323-3ccbf4b13580;WISSEL_GW;V;924;a;Kijfhoek;36.766749;3731;1860e75f-a2f6-49ba-bf6b-72ef949b9ea5;WISSEL_GW;L;4500;8621;4121;20221206;C;20
7121V;5736fd60-9fde-4a20-ac51-4f082427e3c5;805;a;Dordrecht Zeehaventerrein;103.818046;7121;d9e994bd-e15d-47b9-9221-99806dd5932a;WISSEL_GW;V;805;a;Dordrecht Zeehaventerrein;104.379482;7123;13059738-ae9b-4d4d-882b-f4b7b7349af2;WISSEL_GW;R;2755;564115;561360;20221206;C;20
819V;9077e74f-f473-45b7-92db-7f6943599064;508;;Arnhem;90.888919;819;6ad19551-1baa-400d-9aa5-c5607c37cf24;WISSEL_GW;V;508;;Arnhem;90.890467;821;ff7e818e-5e45-46c9-b758-789630b4729f;WISSEL_GW;R;4500;6082;1582;20221206;C;20
821L;e9980968-5666-4fea-86d5-f56ad360b08c;508;;Arnhem;90.890283;821;ff7e818e-5e45-46c9-b758-789630b4729f;WISSEL_GW;L;508;;Arnhem;90.608281;ES_821L;b39c0c20-965e-46eb-9d30-5ec4c43e1a06;EINDESPOOR;;34088;322930;288842;20221206;C;20
2021V;8b7e99dc-70af-47a3-b955-5697c7e99a53;508;;Arnhem;90.455778;2021;4ac7b8cd-32d1-4072-8f84-52c64f8b5e98;WISSEL_GW;V;508;;Arnhem;90.940231;2041;59561739-81c2-4d0c-9ba2-54aba289892c;WISSEL_GW;V;3900;490864;486964;20221206;C;20
829R;82d76920-99db-4d2c-a0c5-563143aa17d7;508;;Arnhem;90.815958;829;7d689b51-3b4d-45e9-895e-4a8bad87fa67;WISSEL_GW;R;508;;Arnhem;90.837094;831;2b2b29db-71e3-4358-8b6a-a6bc5e681c3b;WISSEL_GW;L;34065;55578;21513;20221206;C;20
829V;df481a2d-81bc-4c4d-abfd-b50868689fd4;508;;Arnhem;90.778215;829;7d689b51-3b4d-45e9-895e-4a8bad87fa67;WISSEL_GW;V;508;;Arnhem;90.611378;ES_829V;67e7a0e3-b4c6-4c95-8510-23746f3a5279;EINDESPOOR;;4500;174554;170055;20221206;C;20
819L;0602b746-0ac6-4e2e-921e-6a2a0783e560;508;;Arnhem;90.851069;819;6ad19551-1baa-400d-9aa5-c5607c37cf24;WISSEL_GW;L;508;;Arnhem;90.608336;ES_819L;3f02984a-3a46-4220-bba1-329d151149b8;EINDESPOOR;;34088;283463;249375;20221206;C;20
504L;b28c2534-7156-4ceb-8a9d-e5d4513f802b;542;a;Dordrecht;29.584421;504;88542784-aff6-4642-b634-0390a8fac969;WISSEL_GW;L;542;a;Dordrecht;29.362372;506;e16eaa33-d5c0-4df4-a5da-491f5e41503b;WISSEL_GW;L;34065;256457;222392;20221206;C;20
275R;b1d0c0cb-ceec-4ca4-9f54-39a3d90afccf;625;b;Lage Zwaluwe;15.423181;275;14a93030-ec90-4452-8de6-f88351a878c0;WISSEL_GW;R;625;b;Lage Zwaluwe;14.640046;301;0d5625c3-10ea-41d9-b350-93e6fcc20394;WISSEL_GW;R;36492;824369;787877;20221206;C;20
267BV;cd2d3f4d-e136-46ee-ba5b-ae3229617efc;524;b;Zaandam;70.679046;267B;dd4d12c2-a799-4224-9b7c-d7d56bce0ef5;WISSEL_GW;V;524;b;Zaandam;71.36233;295B;fd46479c-b21d-4e60-9e35-ce3b1956c7f9;WISSEL_GW;R;3901;684556;680655;20221206;C;20
257AR;b898e678-cfae-4566-abc7-6d346924dec8;524;b;Zaandam;70.50638;257A;b823432c-1b14-4455-a08c-2ba7f120928c;WISSEL_GW;R;524;b;Zaandam;71.304092;291A;d94a4000-6eda-4f97-9fe2-e995c5f527ad;WISSEL_GW;V;61145;858724;797579;20221206;C;20
281L;1fd667a2-84d5-4cb0-843d-a4bceac9fa50;524;b;Zaandam;70.97573;281;4c48878b-8f7c-4b9b-9b54-49072bbb7d7c;WISSEL_GW;L;524;b;Zaandam;70.481856;914;8629c3bc-eafa-449d-ba24-8a0dbed4c3da;WISSEL_GW;L;36493;531599;495106;20221206;C;20
3321L;1977e70f-62c4-408f-bf25-5eba44bc1463;927;;Watergraafsmeer;904.472098;3321;d079e5a5-2471-4f25-b586-29008a2eabb0;WISSEL_GW;L;927;;Watergraafsmeer;904.549475;3323;a50b1a71-082d-40c2-9e01-2d833cdf9807;WISSEL_GW;V;34088;110153;76065;20221206;C;20
263BV;1a38a5a7-a463-46cd-b133-e71eb8b012b0;524;b;Zaandam;70.369456;263B;c9479015-b321-4465-b7a1-a79ac72c7d0f;WISSEL_GW;V;524;b;Zaandam;70.975617;281;4c48878b-8f7c-4b9b-9b54-49072bbb7d7c;WISSEL_GW;R;3900;610499;606599;20221206;C;20
31AR;0b75b258-ad76-4202-acb0-c9ecb65b7b5c;608;b;Apeldoorn;87.801799;31A;e06ebd32-9ec0-448b-a87a-3585837379cf;WISSEL_GW;R;608;b;Apeldoorn;87.852188;31B;5830f2b1-44d1-409e-ac35-bab14291a4b2;WISSEL_GW;R;47006;98892;51887;20221206;C;20
167AR;29e6415b-ce83-4226-8fec-8cc9a18e30ae;506;b;Amersfoort;44.287403;167A;d12353e7-102c-4b56-9e00-0e8b41072b9d;WISSEL_GW;R;506;b;Amersfoort;45.042718;241;be4906c9-fb68-4ed6-b795-1517cf8d97d5;WISSEL_GW;L;34089;782607;748519;20221206;C;20
499AL;81783ff1-f940-4a3a-ab04-b1ceb64ffc62;525;b;Amsterdam Singelgracht Aansl.;79.283942;499A;029a1b7d-40c1-4005-bc7f-d444111ab3fc;WISSEL_GW;L;586;;Amsterdam Centraal;80.172488;2501;bdedf97d-638b-41d9-8ae1-fcdb2876b102;WISSEL_GW;V;53419;940222;886803;20221206;C;20
231BV;135001a9-9a17-4043-b16d-0346c7d28447;507;b;Velperbroek Aansl.;93.621445;231B;d45b4239-be90-4f2a-b477-02b87961eb98;WISSEL_GW;V;507;b;Velperbroek Aansl.;93.634793;235A;cd934653-7b38-4288-964f-6603e4bf6ce8;WISSEL_GW;V;4500;17869;13369;20221206;C;20
231BL;7ca6ca35-1b47-4822-a8c5-854036ca4362;507;b;Velperbroek Aansl.;93.581125;231B;d45b4239-be90-4f2a-b477-02b87961eb98;WISSEL_GW;L;037;;Arnhem - Velperbroek Aansl.;92.478884;2169;a92d440a-cdf5-4757-969e-c52efe470df2;WISSEL_GW;V;35835;1137193;1101358;20221206;C;20
ST_X0438;d5b76acb-784d-4d49-a8b3-da24914069a8;586;;Amsterdam Centraal;80.26487;ES_X0438;7adaab88-5d4a-4905-bc58-51b8fd88afa8;EINDESPOOR;;586;;Amsterdam Centraal;80.335855;ES_X0697;9eceb302-ee50-4394-9de1-aacd97348f1e;EINDESPOOR;;0;75093;75093;20221206;C;20
53BR;ab9decb2-0766-4086-97e7-41a1944f180a;586;;Amsterdam Centraal;80.292897;53B;46fdf361-a930-445d-90be-6f6d14dea494;WISSEL_GW;R;586;;Amsterdam Centraal;80.110637;905;90e35bae-812d-4175-8684-1ade6111fa7b;WISSEL_GW;L;36492;218652;182160;20221206;C;20
51S;e31fe4e5-3cc6-4ea8-bda2-e9c18a585de7;586;;Amsterdam Centraal;80.249226;51/53A;7500a677-bd7b-48a0-adb3-ed92723eb21f;WISSEL_EW;S;586;;Amsterdam Centraal;80.110417;905;90e35bae-812d-4175-8684-1ade6111fa7b;WISSEL_GW;R;25990;164091;138101;20221206;C;20
